DIVISION,YEAR,VARIABLE_ANTECEDENTE,VARIABLE_CONSECUENTE,SUPPORT,CONFIDENCE,LIFT,CONVICTION,ANTECEDENTE_VALOR,CONSECUENTE_VALOR
mujeres,2010,VIC_ES_INDIGENA,VIC_NACIONAL,0.3833,0.999,1.0062,6.9923,si,guatemalteca
mujeres,2010,AGR_ES_INDIGENA,VIC_NACIONAL,0.3944,0.9965,1.0042,2.196,si,guatemalteca
mujeres,2010,VIC_REL_AGR,GANA_MAS_LA_VICTIMA,0.3154,0.935,1.0203,1.2866,conviviente,no
mujeres,2010,VIC_TRABAJA,VIC_OFICIO,0.6901,0.9829,1.4243,18.0742,no,quehaceres del hogar
mujeres,2010,VIC_OFICIO,VIC_TRABAJA,0.6901,1.0,1.4243,297909058.0728,quehaceres del hogar,no
mujeres,2010,AGR_OFICIO,VIC_TRABAJA,0.4231,0.8281,1.1675,1.6913,Ocupaciones elementales,no
mujeres,2010,VIC_ES_INDIGENA,VIC_TRABAJA,0.3062,0.8006,1.1555,1.5403,si,no
mujeres,2010,AGR_ES_INDIGENA,VIC_TRABAJA,0.3117,0.7907,1.1392,1.4617,si,no
mujeres,2010,VIC_TRABAJA,GANA_MAS_LA_VICTIMA,0.6914,0.9927,1.0838,11.4653,no,no
mujeres,2010,GANA_MAS_LA_VICTIMA,VIC_TRABAJA,0.6914,0.7548,1.0838,1.2379,no,no
mujeres,2010,VIC_ES_INDIGENA,VIC_OFICIO,0.3073,0.7953,1.1585,1.5314,si,quehaceres del hogar
mujeres,2010,AGR_ES_INDIGENA,VIC_OFICIO,0.3125,0.785,1.1416,1.4527,si,quehaceres del hogar
mujeres,2010,CANTIDAD_HIJOS,VIC_RANGO_EDAD,0.3058,0.8724,1.0531,1.3446,hijos medios,adulto joven
mujeres,2010,CANTIDAD_HIJOS,VIOLENCIA_PSICOLOGICA,0.3066,0.8747,1.0376,1.2528,hijos medios,presente
mujeres,2010,CANTIDAD_HIJOS,GANA_MAS_LA_VICTIMA,0.3052,0.9333,1.0185,1.254,muchos hijos,no
mujeres,2010,QUIEN_ES_MAYOR,VIC_RANGO_EDAD,0.6301,0.8706,1.053,1.3389,agresor,adulto joven
mujeres,2010,VIC_NIV_ESCOLARIDAD,DIF_ALFAB,0.3885,0.8956,1.131,1.9943,primaria,iguales
mujeres,2010,VIC_NIV_ESCOLARIDAD,GANA_MAS_LA_VICTIMA,0.4079,0.9424,1.0283,1.4507,primaria,no
mujeres,2010,VIC_OTRAS_VICTIMAS,VIOLENCIA_SEXUAL,0.458,0.9776,1.0125,1.5409,no,no presente
mujeres,2010,VIC_OTRAS_VICTIMAS,VIOLENCIA_PATRIMONIAL,0.414,0.8839,1.0587,1.4219,no,no presente
mujeres,2010,VIOLENCIA_PATRIMONIAL,VIOLENCIA_SEXUAL,0.8347,0.9754,1.0076,1.3002,no presente,no presente
mujeres,2010,VIC_ES_INDIGENA,VIOLENCIA_SEXUAL,0.3725,0.9749,1.0068,1.2632,si,no presente
mujeres,2010,AGR_ES_INDIGENA,VIOLENCIA_SEXUAL,0.3839,0.9746,1.0063,1.2398,si,no presente
mujeres,2010,VIC_ES_INDIGENA,VIOLENCIA_PATRIMONIAL,0.3372,0.8825,1.0367,1.2661,si,no presente
mujeres,2010,AGR_ES_INDIGENA,VIOLENCIA_PATRIMONIAL,0.3462,0.8789,1.0308,1.2168,si,no presente
mujeres,2010,VIC_ES_INDIGENA,DIF_ALFAB,0.5276,0.8497,1.0715,1.3776,no,iguales
mujeres,2010,AGR_ES_INDIGENA,DIF_ALFAB,0.5142,0.8442,1.0654,1.3328,no,iguales
mujeres,2010,VIC_ES_INDIGENA,AGR_ES_INDIGENA,0.5732,0.9316,1.5407,5.7835,no,no
mujeres,2010,AGR_ES_INDIGENA,VIC_ES_INDIGENA,0.5732,0.948,1.5407,7.3938,no,no
mujeres,2010,VIC_ES_INDIGENA,AGR_ES_INDIGENA,0.3533,0.9182,2.3227,7.3938,si,si
mujeres,2010,AGR_ES_INDIGENA,VIC_ES_INDIGENA,0.3533,0.8936,2.3227,5.7835,si,si
mujeres,2010,VIC_ES_INDIGENA,GANA_MAS_LA_VICTIMA,0.3606,0.9439,1.0309,1.5036,si,no
mujeres,2010,AGR_ES_INDIGENA,GANA_MAS_LA_VICTIMA,0.3694,0.9378,1.0245,1.3607,si,no
mujeres,2011,AGR_EST_CIV,AGR_ALFAB,0.4183,0.8577,1.0447,1.2577,casados(as),alfabeta
mujeres,2011,AGR_GRUPET,AGR_ALFAB,0.4956,0.8848,1.0794,1.5649,ladinos(as),alfabeta
mujeres,2011,VIC_ALFAB,AGR_ALFAB,0.689,0.9149,1.1137,2.0973,alfabeta,alfabeta
mujeres,2011,AGR_ALFAB,VIC_ALFAB,0.689,0.8387,1.1137,1.5306,alfabeta,alfabeta
mujeres,2011,VIC_EST_CIV,AGR_ALFAB,0.3997,0.855,1.0418,1.2368,casados(as),alfabeta
mujeres,2011,VIC_REL_AGR,AGR_ALFAB,0.3515,0.86,1.0472,1.2771,esposos(as),alfabeta
mujeres,2011,VIC_NIV_ESCOLARIDAD,AGR_ALFAB,0.3792,0.8813,1.0743,1.5133,primaria,alfabeta
mujeres,2011,AGR_NIV_ESCOLARIDAD,AGR_ALFAB,0.4644,1.0,1.223,182310946.5891,primaria,alfabeta
mujeres,2011,DIF_ALFAB,AGR_ALFAB,0.689,0.8576,1.0439,1.2535,iguales,alfabeta
mujeres,2011,AGR_ALFAB,DIF_ALFAB,0.689,0.8387,1.0439,1.2187,alfabeta,iguales
mujeres,2011,VIC_ES_INDIGENA,AGR_ALFAB,0.5516,0.8844,1.0755,1.5372,no,alfabeta
mujeres,2011,AGR_ES_INDIGENA,AGR_ALFAB,0.5442,0.8848,1.0764,1.5451,no,alfabeta
mujeres,2011,AGR_EST_CIV,AGR_SEXO,0.4725,0.9693,1.0064,1.2011,casados(as),hombres
mujeres,2011,VIC_REL_AGR,AGR_EST_CIV,0.399,0.965,1.9796,14.6468,esposos(as),casados(as)
mujeres,2011,AGR_EST_CIV,VIC_REL_AGR,0.399,0.8186,1.9796,3.2324,casados(as),esposos(as)
mujeres,2011,VIC_ALFAB,AGR_GRUPET,0.4747,0.6347,1.1404,1.2138,alfabeta,ladinos(as)
mujeres,2011,AGR_GRUPET,VIC_ALFAB,0.4747,0.8529,1.1404,1.7138,ladinos(as),alfabeta
mujeres,2011,VIC_ES_INDIGENA,AGR_GRUPET,0.5709,0.9254,1.5384,5.3425,no,ladinos(as)
mujeres,2011,AGR_GRUPET,VIC_ES_INDIGENA,0.5709,0.949,1.5384,7.5137,ladinos(as),no
mujeres,2011,VIC_ES_INDIGENA,AGR_GRUPET,0.3393,0.8856,2.3672,5.4731,si,maya
mujeres,2011,AGR_GRUPET,VIC_ES_INDIGENA,0.3393,0.9069,2.3672,6.6266,maya,si
mujeres,2011,AGR_GRUPET,AGR_ES_INDIGENA,0.6111,1.0,1.6365,388928385.2315,ladinos(as),no
mujeres,2011,AGR_ES_INDIGENA,AGR_GRUPET,0.6111,1.0,1.6365,388928385.2315,no,ladinos(as)
mujeres,2011,AGR_GRUPET,AGR_ES_INDIGENA,0.3765,1.0,2.5712,611071614.7685,maya,si
mujeres,2011,AGR_ES_INDIGENA,AGR_GRUPET,0.3765,0.968,2.5712,19.4553,si,maya
mujeres,2011,VIC_REL_AGR,AGR_NACIONAL,0.4041,0.9961,1.0018,1.4605,esposos(as),guatemalteca
mujeres,2011,VIC_TRABAJA,AGR_NACIONAL,0.6917,0.9956,1.0013,1.2857,no,guatemalteca
mujeres,2011,VIC_ES_INDIGENA,AGR_NACIONAL,0.3852,0.9973,1.0031,2.1337,si,guatemalteca
mujeres,2011,AGR_ES_INDIGENA,AGR_NACIONAL,0.393,0.9989,1.0042,4.6339,si,guatemalteca
mujeres,2011,AGR_TRABAJA,AGR_SEXO,0.8885,0.9874,1.0256,2.9527,si,hombres
mujeres,2011,AGR_SEXO,AGR_TRABAJA,0.8885,0.9229,1.0256,1.2991,hombres,si
mujeres,2011,VIC_REL_AGR,AGR_SEXO,0.336,0.9999,1.0386,297.038,conviviente,hombres
mujeres,2011,VIC_REL_AGR,AGR_SEXO,0.4054,0.9998,1.0385,179.2039,esposos(as),hombres
mujeres,2011,VIOLENCIA_FISICA,AGR_SEXO,0.6681,0.9739,1.0116,1.427,presente,hombres
mujeres,2011,QUIEN_ES_MAYOR,AGR_SEXO,0.6975,0.9719,1.009,1.3107,agresor,hombres
mujeres,2011,VIC_REL_AGR,AGR_TRABAJA,0.3133,0.9328,1.0366,1.4906,conviviente,si
mujeres,2011,VIC_REL_AGR,AGR_TRABAJA,0.381,0.9359,1.04,1.5619,esposos(as),si
mujeres,2011,VIC_ES_INDIGENA,AGR_TRABAJA,0.3513,0.926,1.03,1.3643,si,si
mujeres,2011,AGR_ES_INDIGENA,AGR_TRABAJA,0.3589,0.9242,1.0288,1.3411,si,si
mujeres,2011,GANA_MAS_LA_VICTIMA,AGR_TRABAJA,0.8275,0.9175,1.0196,1.2136,no,si
mujeres,2011,AGR_TRABAJA,GANA_MAS_LA_VICTIMA,0.8275,0.9196,1.0196,1.2199,si,no
mujeres,2011,VIC_ALFAB,VIC_RANGO_EDAD,0.6433,0.8578,1.041,1.2376,alfabeta,adulto joven
mujeres,2011,VIC_NIV_ESCOLARIDAD,VIC_ALFAB,0.4278,1.0,1.3393,253348789.2839,primaria,alfabeta
mujeres,2011,VIC_ALFAB,DIF_ALFAB,0.689,0.9149,1.1388,2.3107,alfabeta,iguales
mujeres,2011,DIF_ALFAB,VIC_ALFAB,0.689,0.8576,1.1388,1.7343,iguales,alfabeta
mujeres,2011,VIC_ES_INDIGENA,VIC_ALFAB,0.533,0.8583,1.1394,1.7409,no,alfabeta
mujeres,2011,VIC_ALFAB,VIC_ES_INDIGENA,0.533,0.7076,1.1394,1.2961,alfabeta,no
mujeres,2011,VIC_ALFAB,AGR_ES_INDIGENA,0.5222,0.695,1.1352,1.2714,alfabeta,no
mujeres,2011,AGR_ES_INDIGENA,VIC_ALFAB,0.5222,0.8529,1.1352,1.6908,no,alfabeta
mujeres,2011,VIC_ES_INDIGENA,VIC_DISC,0.3855,0.9936,1.0021,1.327,si,sin discapacidad
mujeres,2011,AGR_ES_INDIGENA,VIC_DISC,0.3941,0.9932,1.0018,1.2638,si,sin discapacidad
mujeres,2011,VIC_REL_AGR,VIC_EST_CIV,0.3864,0.9512,2.04,10.9392,esposos(as),casados(as)
mujeres,2011,VIC_EST_CIV,VIC_REL_AGR,0.3864,0.8287,2.04,3.4664,casados(as),esposos(as)
mujeres,2011,VIC_REL_AGR,VIC_NACIONAL,0.4037,0.9963,1.0034,1.9219,esposos(as),guatemalteca
mujeres,2011,VIC_ES_INDIGENA,VIC_NACIONAL,0.3818,0.9995,1.007,14.8981,si,guatemalteca
mujeres,2011,AGR_ES_INDIGENA,VIC_NACIONAL,0.3897,0.9974,1.005,2.9021,si,guatemalteca
mujeres,2011,VIC_REL_AGR,GANA_MAS_LA_VICTIMA,0.3114,0.9268,1.0249,1.3072,conviviente,no
mujeres,2011,VIC_ES_INDIGENA,VIC_TRABAJA,0.3021,0.7938,1.1514,1.5061,si,no
mujeres,2011,AGR_ES_INDIGENA,VIC_TRABAJA,0.3054,0.7847,1.1361,1.4367,si,no
mujeres,2011,VIC_TRABAJA,GANA_MAS_LA_VICTIMA,0.6808,0.9844,1.089,6.1513,no,no
mujeres,2011,GANA_MAS_LA_VICTIMA,VIC_TRABAJA,0.6808,0.7532,1.089,1.2494,no,no
mujeres,2011,CANTIDAD_HIJOS,VIC_RANGO_EDAD,0.3209,0.8655,1.0507,1.3104,hijos medios,adulto joven
mujeres,2011,CANTIDAD_HIJOS,GANA_MAS_LA_VICTIMA,0.3143,0.923,1.0206,1.2415,muchos hijos,no
mujeres,2011,QUIEN_ES_MAYOR,VIC_RANGO_EDAD,0.6235,0.8687,1.0556,1.3486,agresor,adulto joven
mujeres,2011,VIC_NIV_ESCOLARIDAD,DIF_ALFAB,0.3792,0.8813,1.0988,1.6676,primaria,iguales
mujeres,2011,VIC_NIV_ESCOLARIDAD,GANA_MAS_LA_VICTIMA,0.3998,0.9346,1.034,1.4697,primaria,no
mujeres,2011,VIC_OTRAS_VICTIMAS,VIOLENCIA_SEXUAL,0.3836,0.9756,1.0111,1.4371,no,no presente
mujeres,2011,VIC_OTRAS_VICTIMAS,VIOLENCIA_PATRIMONIAL,0.3479,0.8847,1.0771,1.5497,no,no presente
mujeres,2011,VIOLENCIA_FISICA,VIOLENCIA_PSICOLOGICA,0.3039,0.968,1.1304,4.4917,no presente,presente
mujeres,2011,VIOLENCIA_FISICA,VIOLENCIA_SEXUAL,0.3075,0.9794,1.0126,1.5924,no presente,no presente
mujeres,2011,VIOLENCIA_PATRIMONIAL,VIOLENCIA_SEXUAL,0.8269,0.9742,1.0072,1.2691,no presente,no presente
mujeres,2011,VIC_ES_INDIGENA,VIOLENCIA_SEXUAL,0.3706,0.9747,1.0086,1.3278,si,no presente
mujeres,2011,AGR_ES_INDIGENA,VIOLENCIA_SEXUAL,0.3783,0.9726,1.0058,1.2031,si,no presente
mujeres,2011,VIC_ES_INDIGENA,DIF_ALFAB,0.5366,0.8594,1.0673,1.3855,no,iguales
mujeres,2011,AGR_ES_INDIGENA,DIF_ALFAB,0.5277,0.8573,1.0659,1.3716,no,iguales
mujeres,2011,VIC_ES_INDIGENA,AGR_ES_INDIGENA,0.5785,0.9382,1.5391,6.3181,no,no
mujeres,2011,AGR_ES_INDIGENA,VIC_ES_INDIGENA,0.5785,0.949,1.5391,7.5192,no,no
mujeres,2011,VIC_ES_INDIGENA,AGR_ES_INDIGENA,0.3523,0.9189,2.3537,7.5192,si,si
mujeres,2011,AGR_ES_INDIGENA,VIC_ES_INDIGENA,0.3523,0.9024,2.3537,6.3181,si,si
mujeres,2011,VIC_ES_INDIGENA,GANA_MAS_LA_VICTIMA,0.3567,0.9383,1.0372,1.5458,si,no
mujeres,2011,AGR_ES_INDIGENA,GANA_MAS_LA_VICTIMA,0.3648,0.938,1.0373,1.5443,si,no
mujeres,2012,AGR_ALFAB,AGR_SEXO,0.8404,0.9684,1.0078,1.236,alfabeta,hombres
mujeres,2012,VIC_ALFAB,AGR_ALFAB,0.7489,0.934,1.0758,1.9974,alfabeta,alfabeta
mujeres,2012,AGR_ALFAB,VIC_ALFAB,0.7489,0.8626,1.0758,1.4423,alfabeta,alfabeta
mujeres,2012,VIC_REL_AGR,AGR_ALFAB,0.3632,0.9016,1.0389,1.3431,esposos(as),alfabeta
mujeres,2012,VIC_NIV_ESCOLARIDAD,AGR_ALFAB,0.3736,0.9049,1.0431,1.3929,primaria,alfabeta
mujeres,2012,AGR_NIV_ESCOLARIDAD,AGR_ALFAB,0.4578,1.0,1.1557,134702434.8406,primaria,alfabeta
mujeres,2012,DIF_ALFAB,AGR_ALFAB,0.7489,0.9047,1.042,1.3829,iguales,alfabeta
mujeres,2012,AGR_ALFAB,DIF_ALFAB,0.7489,0.8626,1.042,1.2532,alfabeta,iguales
mujeres,2012,VIC_ES_INDIGENA,AGR_ALFAB,0.6062,0.9205,1.0604,1.6605,no,alfabeta
mujeres,2012,AGR_ES_INDIGENA,AGR_ALFAB,0.5974,0.9184,1.0579,1.6167,no,alfabeta
mujeres,2012,VIC_REL_AGR,AGR_EST_CIV,0.398,0.9724,1.9596,18.2383,esposos(as),casados(as)
mujeres,2012,AGR_EST_CIV,VIC_REL_AGR,0.398,0.8022,1.9596,2.9856,casados(as),esposos(as)
mujeres,2012,AGR_GRUPET,VIC_ALFAB,0.5128,0.8805,1.1053,1.7015,ladinos(as),alfabeta
mujeres,2012,VIC_ES_INDIGENA,AGR_GRUPET,0.6064,0.9284,1.4596,5.0816,no,ladinos(as)
mujeres,2012,AGR_GRUPET,VIC_ES_INDIGENA,0.6064,0.9534,1.4596,7.4458,ladinos(as),no
mujeres,2012,VIC_ES_INDIGENA,AGR_GRUPET,0.3038,0.8761,2.5863,5.3358,si,maya
mujeres,2012,AGR_GRUPET,VIC_ES_INDIGENA,0.3038,0.8968,2.5863,6.3324,maya,si
mujeres,2012,AGR_GRUPET,AGR_ES_INDIGENA,0.647,1.0,1.5457,353035890.5106,ladinos(as),no
mujeres,2012,AGR_ES_INDIGENA,AGR_GRUPET,0.647,1.0,1.5457,353035890.5106,no,ladinos(as)
mujeres,2012,AGR_GRUPET,AGR_ES_INDIGENA,0.342,1.0,2.8326,646964109.4894,maya,si
mujeres,2012,AGR_ES_INDIGENA,AGR_GRUPET,0.342,0.9687,2.8326,20.9982,si,maya
mujeres,2012,AGR_TRABAJA,AGR_NACIONAL,0.8892,0.9966,1.0012,1.3456,si,guatemalteca
mujeres,2012,VIC_REL_AGR,AGR_NACIONAL,0.3998,0.9969,1.0021,1.6813,esposos(as),guatemalteca
mujeres,2012,VIC_TRABAJA,AGR_NACIONAL,0.6862,0.996,1.0013,1.3175,no,guatemalteca
mujeres,2012,VIOLENCIA_FISICA,AGR_NACIONAL,0.6736,0.9963,1.0016,1.445,presente,guatemalteca
mujeres,2012,VIC_ES_INDIGENA,AGR_NACIONAL,0.3509,0.9971,1.0021,1.7227,si,guatemalteca
mujeres,2012,AGR_ES_INDIGENA,AGR_NACIONAL,0.3584,0.9983,1.0025,2.5128,si,guatemalteca
mujeres,2012,AGR_TRABAJA,AGR_SEXO,0.8816,0.9882,1.0282,3.3015,si,hombres
mujeres,2012,AGR_SEXO,AGR_TRABAJA,0.8816,0.9173,1.0282,1.3043,hombres,si
mujeres,2012,VIC_REL_AGR,AGR_SEXO,0.3177,1.0,1.041,39385206.5322,conviviente,hombres
mujeres,2012,VIC_REL_AGR,AGR_SEXO,0.4014,1.0,1.041,39385206.5322,esposos(as),hombres
mujeres,2012,VIOLENCIA_FISICA,AGR_SEXO,0.6559,0.9729,1.0128,1.4548,presente,hombres
mujeres,2012,QUIEN_ES_MAYOR,AGR_SEXO,0.6862,0.9699,1.0086,1.2735,agresor,hombres
mujeres,2012,VIC_REL_AGR,AGR_TRABAJA,0.3758,0.9324,1.0453,1.5976,esposos(as),si
mujeres,2012,VIC_ES_INDIGENA,AGR_TRABAJA,0.3149,0.917,1.0278,1.2995,si,si
mujeres,2012,AGR_ES_INDIGENA,AGR_TRABAJA,0.3227,0.9185,1.029,1.3172,si,si
mujeres,2012,GANA_MAS_LA_VICTIMA,AGR_TRABAJA,0.8054,0.9171,1.028,1.3018,no,si
mujeres,2012,AGR_TRABAJA,GANA_MAS_LA_VICTIMA,0.8054,0.9029,1.028,1.2536,si,no
mujeres,2012,VIC_REL_AGR,VIC_ALFAB,0.3357,0.8354,1.0457,1.2217,esposos(as),alfabeta
mujeres,2012,CANTIDAD_HIJOS,VIC_ALFAB,0.3179,0.8429,1.0551,1.2802,hijos medios,alfabeta
mujeres,2012,VIC_NIV_ESCOLARIDAD,VIC_ALFAB,0.4109,1.0,1.2551,203280364.2784,primaria,alfabeta
mujeres,2012,VIC_ALFAB,DIF_ALFAB,0.7489,0.934,1.1283,2.6102,alfabeta,iguales
mujeres,2012,DIF_ALFAB,VIC_ALFAB,0.7489,0.9047,1.1283,2.0798,iguales,alfabeta
mujeres,2012,VIC_ES_INDIGENA,VIC_ALFAB,0.5828,0.8882,1.1116,1.7972,no,alfabeta
mujeres,2012,VIC_ALFAB,VIC_ES_INDIGENA,0.5828,0.7294,1.1116,1.2705,alfabeta,no
mujeres,2012,VIC_ALFAB,AGR_ES_INDIGENA,0.5695,0.7134,1.1028,1.232,alfabeta,no
mujeres,2012,AGR_ES_INDIGENA,VIC_ALFAB,0.5695,0.8805,1.1028,1.6867,no,alfabeta
mujeres,2012,CANTIDAD_HIJOS,VIC_DISC,0.3283,0.9935,1.0034,1.5172,muchos hijos,sin discapacidad
mujeres,2012,VIC_ES_INDIGENA,VIC_DISC,0.352,0.9937,1.0034,1.5379,si,sin discapacidad
mujeres,2012,AGR_ES_INDIGENA,VIC_DISC,0.3608,0.9945,1.0041,1.7435,si,sin discapacidad
mujeres,2012,VIC_REL_AGR,VIC_EST_CIV,0.3855,0.9585,2.0226,12.6658,esposos(as),casados(as)
mujeres,2012,VIC_EST_CIV,VIC_REL_AGR,0.3855,0.8135,2.0226,3.2059,casados(as),esposos(as)
mujeres,2012,VIC_GRUPET,VIC_ES_INDIGENA,0.6561,1.0,1.5243,343948717.9487,ladinos(as),no
mujeres,2012,VIC_ES_INDIGENA,VIC_GRUPET,0.6561,1.0,1.5243,343948717.9487,no,ladinos(as)
mujeres,2012,VIC_GRUPET,VIC_ES_INDIGENA,0.3314,1.0,2.9074,656051282.0513,maya,si
mujeres,2012,VIC_ES_INDIGENA,VIC_GRUPET,0.3314,0.9635,2.9074,18.3037,si,maya
mujeres,2012,VIC_GRUPET,AGR_ES_INDIGENA,0.6106,0.9421,1.4594,6.1196,ladinos(as),no
mujeres,2012,AGR_ES_INDIGENA,VIC_GRUPET,0.6106,0.9459,1.4594,6.5046,no,ladinos(as)
mujeres,2012,VIC_GRUPET,AGR_ES_INDIGENA,0.3056,0.9175,2.5883,7.8288,maya,si
mujeres,2012,AGR_ES_INDIGENA,VIC_GRUPET,0.3056,0.8621,2.5883,4.8361,si,maya
mujeres,2012,VIC_REL_AGR,VIC_NACIONAL,0.4,0.9953,1.0043,1.9115,esposos(as),guatemalteca
mujeres,2012,VIC_TRABAJA,VIC_NACIONAL,0.6804,0.9925,1.0015,1.2043,no,guatemalteca
mujeres,2012,VIC_OTRAS_VICTIMAS,VIC_NACIONAL,0.4099,0.9937,1.0021,1.3347,no,guatemalteca
mujeres,2012,VIC_ES_INDIGENA,VIC_NACIONAL,0.3435,0.9974,1.0059,3.2815,si,guatemalteca
mujeres,2012,AGR_ES_INDIGENA,VIC_NACIONAL,0.3521,0.9963,1.0052,2.4031,si,guatemalteca
mujeres,2012,VIC_REL_AGR,DIF_ALFAB,0.3456,0.8572,1.0355,1.2055,esposos(as),iguales
mujeres,2012,VIC_NIV_ESCOLARIDAD,VIC_TRABAJA,0.3147,0.7651,1.1155,1.3372,primaria,no
mujeres,2012,AGR_NIV_ESCOLARIDAD,VIC_TRABAJA,0.3428,0.7489,1.0966,1.2625,primaria,no
mujeres,2012,VIC_TRABAJA,GANA_MAS_LA_VICTIMA,0.6685,0.9766,1.1088,5.1019,no,no
mujeres,2012,GANA_MAS_LA_VICTIMA,VIC_TRABAJA,0.6685,0.7589,1.1088,1.3088,no,no
mujeres,2012,QUIEN_ES_MAYOR,VIC_RANGO_EDAD,0.6214,0.8783,1.0548,1.3748,agresor,adulto joven
mujeres,2012,VIC_NIV_ESCOLARIDAD,DIF_ALFAB,0.3736,0.9049,1.0945,1.8217,primaria,iguales
mujeres,2012,VIC_NIV_ESCOLARIDAD,GANA_MAS_LA_VICTIMA,0.3779,0.9197,1.0428,1.4699,primaria,no
mujeres,2012,AGR_NIV_ESCOLARIDAD,GANA_MAS_LA_VICTIMA,0.4152,0.9068,1.0316,1.2982,primaria,no
mujeres,2012,VIC_OTRAS_VICTIMAS,OTROS_AGRESORES,0.493,1.0,1.3148,239436619.7183,no,no
mujeres,2012,OTROS_AGRESORES,VIC_OTRAS_VICTIMAS,0.493,0.6481,1.3148,1.4411,no,no
mujeres,2012,VIC_ES_INDIGENA,OTROS_AGRESORES,0.5672,0.8261,1.107,1.459,no,no
mujeres,2012,OTROS_AGRESORES,VIC_ES_INDIGENA,0.5672,0.76,1.107,1.306,no,no
mujeres,2012,OTROS_AGRESORES,AGR_ES_INDIGENA,0.5672,0.7451,1.1346,1.3467,no,no
mujeres,2012,AGR_ES_INDIGENA,OTROS_AGRESORES,0.5672,0.8636,1.1346,1.7512,no,no
mujeres,2012,VIC_OTRAS_VICTIMAS,VIOLENCIA_SEXUAL,0.4022,0.9774,1.0098,1.422,no,no presente
mujeres,2012,VIC_OTRAS_VICTIMAS,VIOLENCIA_PATRIMONIAL,0.3629,0.8819,1.0966,1.6576,no,no presente
mujeres,2012,VIOLENCIA_FISICA,VIOLENCIA_PSICOLOGICA,0.3171,0.9732,1.104,4.4183,no presente,presente
mujeres,2012,VIOLENCIA_FISICA,VIOLENCIA_SEXUAL,0.3202,0.9826,1.0142,1.7894,no presente,no presente
mujeres,2012,VIOLENCIA_PATRIMONIAL,VIOLENCIA_SEXUAL,0.8179,0.9758,1.0072,1.2885,no presente,no presente
mujeres,2012,VIC_ES_INDIGENA,DIF_ALFAB,0.5791,0.8792,1.0609,1.418,no,iguales
mujeres,2012,AGR_ES_INDIGENA,DIF_ALFAB,0.5692,0.8753,1.0563,1.374,no,iguales
mujeres,2012,VIC_ES_INDIGENA,AGR_ES_INDIGENA,0.616,0.9421,1.4582,6.1103,no,no
mujeres,2012,AGR_ES_INDIGENA,VIC_ES_INDIGENA,0.616,0.9534,1.4582,7.4329,no,no
mujeres,2012,VIC_ES_INDIGENA,AGR_ES_INDIGENA,0.3161,0.9131,2.5796,7.4329,si,si
mujeres,2012,AGR_ES_INDIGENA,VIC_ES_INDIGENA,0.3161,0.893,2.5796,6.1103,si,si
mujeres,2012,VIC_ES_INDIGENA,GANA_MAS_LA_VICTIMA,0.3148,0.9152,1.0403,1.4175,si,no
mujeres,2012,AGR_ES_INDIGENA,GANA_MAS_LA_VICTIMA,0.3221,0.9123,1.0374,1.3748,si,no
mujeres,2013,VIC_ALFAB,AGR_ALFAB,0.749,0.9312,1.0757,1.9526,alfabeta,alfabeta
mujeres,2013,AGR_ALFAB,VIC_ALFAB,0.749,0.8651,1.0757,1.4513,alfabeta,alfabeta
mujeres,2013,VIC_REL_AGR,AGR_ALFAB,0.3296,0.896,1.0348,1.2899,esposos(as),alfabeta
mujeres,2013,VIC_TRABAJA,AGR_ALFAB,0.3069,0.9274,1.0711,1.8488,si,alfabeta
mujeres,2013,VIC_NIV_ESCOLARIDAD,AGR_ALFAB,0.3776,0.905,1.0464,1.4227,primaria,alfabeta
mujeres,2013,AGR_NIV_ESCOLARIDAD,AGR_ALFAB,0.4575,1.0,1.1612,138802639.2393,primaria,alfabeta
mujeres,2013,DIF_ALFAB,AGR_ALFAB,0.749,0.9046,1.0449,1.4078,iguales,alfabeta
mujeres,2013,AGR_ALFAB,DIF_ALFAB,0.749,0.8651,1.0449,1.2759,alfabeta,iguales
mujeres,2013,VIC_ES_INDIGENA,AGR_ALFAB,0.6016,0.9207,1.0629,1.6866,no,alfabeta
mujeres,2013,AGR_ES_INDIGENA,AGR_ALFAB,0.5926,0.9191,1.0636,1.6795,no,alfabeta
mujeres,2013,AGR_EST_CIV,AGR_SEXO,0.4544,0.9644,1.0082,1.2207,casados(as),hombres
mujeres,2013,AGR_EST_CIV,AGR_TRABAJA,0.4258,0.9044,1.0228,1.211,casados(as),si
mujeres,2013,VIC_REL_AGR,AGR_EST_CIV,0.369,0.9873,2.0952,41.5058,esposos(as),casados(as)
mujeres,2013,AGR_EST_CIV,VIC_REL_AGR,0.369,0.783,2.0952,2.8866,casados(as),esposos(as)
mujeres,2013,VIC_ES_INDIGENA,AGR_GRUPET,0.604,0.9319,1.4738,5.398,no,ladinos(as)
mujeres,2013,AGR_GRUPET,VIC_ES_INDIGENA,0.604,0.9553,1.4738,7.8725,ladinos(as),no
mujeres,2013,VIC_ES_INDIGENA,AGR_GRUPET,0.3102,0.8817,2.5691,5.552,si,maya
mujeres,2013,AGR_GRUPET,VIC_ES_INDIGENA,0.3102,0.9038,2.5691,6.7392,maya,si
mujeres,2013,AGR_GRUPET,AGR_ES_INDIGENA,0.6412,1.0,1.5597,358842376.1752,ladinos(as),no
mujeres,2013,AGR_ES_INDIGENA,AGR_GRUPET,0.6412,1.0,1.5597,358842376.1752,no,ladinos(as)
