DIVISION,YEAR,VARIABLE_ANTECEDENTE_ENC,VARIABLE_CONSECUENTE_ENC,VARIABLE_ANTECEDENTE,VARIABLE_CONSECUENTE,ANTECEDENT,CONSECUENT,VARIABLE_ANTECEDENTE_VALOR,VARIABLE_CONSECUENTE_VALOR,N_ROWS,CHI_2,P_VALUE,EXPECTED_MIN,SUPPORT,CONFIDENCE,LIFT,CONVICTION
mujeres,2011,VIC_ES_INDIGENA_ENC,AGR_ES_INDIGENA_ENC,VIC_ES_INDIGENA,AGR_ES_INDIGENA,VIC_ES_INDIGENA_ENC=2,AGR_ES_INDIGENA_ENC=2,si,si,20655,15073.605162620024,0.0,3091.6880174291937,0.3523117889130961,0.9189291577219346,2.3537303760846426,7.51917745019695
mujeres,2011,VIC_ES_INDIGENA_ENC,AGR_ES_INDIGENA_ENC,VIC_ES_INDIGENA,AGR_ES_INDIGENA,AGR_ES_INDIGENA_ENC=2,VIC_ES_INDIGENA_ENC=2,si,si,20655,15073.605162620024,0.0,3091.6880174291937,0.3523117889130961,0.902405753968254,2.3537303760846426,6.318058362925011
mujeres,2011,VIC_ES_INDIGENA_ENC,GANA_MAS_LA_VICTIMA_ENC,VIC_ES_INDIGENA,GANA_MAS_LA_VICTIMA,VIC_ES_INDIGENA_ENC=2,GANA_MAS_LA_VICTIMA_ENC=0,si,no,21311,171.85852447716314,2.9057536928875648e-39,772.9044155600394,0.3567171883065084,0.9382868427548754,1.0372357560923928,1.5458088060717936
mujeres,2011,AGR_ES_INDIGENA_ENC,GANA_MAS_LA_VICTIMA_ENC,AGR_ES_INDIGENA,GANA_MAS_LA_VICTIMA,AGR_ES_INDIGENA_ENC=2,GANA_MAS_LA_VICTIMA_ENC=0,si,no,21099,176.7000167069601,2.546693593212685e-40,786.0242665529172,0.3648040191478269,0.9379722154521082,1.0373349289141436,1.544251972260875
mujeres,2012,AGR_ALFAB_ENC,AGR_SEXO_ENC,AGR_ALFAB,AGR_SEXO,AGR_ALFAB_ENC=0,AGR_SEXO_ENC=0,alfabeta,hombres,21393,208.28931414976233,3.2441137808183676e-47,110.47408030664236,0.8404150890478194,0.9683830658192395,1.0077646994732203,1.2359896026336903
mujeres,2012,AGR_ALFAB_ENC,VIC_ALFAB_ENC,AGR_ALFAB,VIC_ALFAB,VIC_ALFAB_ENC=0,AGR_ALFAB_ENC=0,alfabeta,alfabeta,21324,3265.25320109619,0.0,556.887075595573,0.7489214031138623,0.934027371622412,1.0757912753849148,1.997440505542722
mujeres,2012,AGR_ALFAB_ENC,VIC_ALFAB_ENC,AGR_ALFAB,VIC_ALFAB,AGR_ALFAB_ENC=0,VIC_ALFAB_ENC=0,alfabeta,alfabeta,21324,3265.25320109619,0.0,556.887075595573,0.7489214031138623,0.8625904720751864,1.0757912753849148,1.4422613591597486
mujeres,2012,AGR_ALFAB_ENC,VIC_REL_AGR_ENC,AGR_ALFAB,VIC_REL_AGR,VIC_REL_AGR_ENC=1,AGR_ALFAB_ENC=0,esposos(as),alfabeta,21393,345.6814398362099,1.2845710210450548e-74,382.82704623007527,0.36324966110409945,0.901612716092354,1.0388991077972491,1.3431210059203653
mujeres,2012,AGR_ALFAB_ENC,VIC_NIV_ESCOLARIDAD_ENC,AGR_ALFAB,VIC_NIV_ESCOLARIDAD,VIC_NIV_ESCOLARIDAD_ENC=4,AGR_ALFAB_ENC=0,primaria,alfabeta,21143,3249.1106753641534,0.0,92.17235018682307,0.3736461240126756,0.9049255441008018,1.043059520194257,1.3929244714503617
mujeres,2012,AGR_ALFAB_ENC,AGR_NIV_ESCOLARIDAD_ENC,AGR_ALFAB,AGR_NIV_ESCOLARIDAD,AGR_NIV_ESCOLARIDAD_ENC=4,AGR_ALFAB_ENC=0,primaria,alfabeta,20987,16447.204481995705,0.0,87.82598751608138,0.4578072139896126,1.0,1.155671806167401,134702434.8406156
mujeres,2012,AGR_ALFAB_ENC,DIF_ALFAB_ENC,AGR_ALFAB,DIF_ALFAB,DIF_ALFAB_ENC=2,AGR_ALFAB_ENC=0,iguales,alfabeta,21324,8023.506440171066,0.0,148.64378165447383,0.7489214031138623,0.9047133469295264,1.0420280549813774,1.3829471027337235
mujeres,2012,AGR_ALFAB_ENC,DIF_ALFAB_ENC,AGR_ALFAB,DIF_ALFAB,AGR_ALFAB_ENC=0,DIF_ALFAB_ENC=2,alfabeta,iguales,21324,8023.506440171066,0.0,148.64378165447383,0.7489214031138623,0.8625904720751864,1.0420280549813774,1.2531906556636532
mujeres,2012,AGR_ALFAB_ENC,VIC_ES_INDIGENA_ENC,AGR_ALFAB,VIC_ES_INDIGENA,VIC_ES_INDIGENA_ENC=1,AGR_ALFAB_ENC=0,no,alfabeta,19132,887.1555159557906,6.0824624161727495e-195,861.8697470206984,0.6062094919506585,0.9205492499404715,1.0604496778577253,1.6604697622967475
mujeres,2012,AGR_ALFAB_ENC,AGR_ES_INDIGENA_ENC,AGR_ALFAB,AGR_ES_INDIGENA,AGR_ES_INDIGENA_ENC=1,AGR_ALFAB_ENC=0,no,alfabeta,18946,778.9940181328379,1.9916614431309475e-171,873.2320278686794,0.5973820331468384,0.9184451838026455,1.0579318125197543,1.6166845295611127
mujeres,2012,AGR_EST_CIV_ENC,VIC_REL_AGR_ENC,AGR_EST_CIV,VIC_REL_AGR,VIC_REL_AGR_ENC=1,AGR_EST_CIV_ENC=0,esposos(as),casados(as),21402,16635.495932825826,0.0,28.473647322680122,0.3980469115035978,0.9723775824677549,1.9595880433121362,18.238254279988144
mujeres,2012,AGR_EST_CIV_ENC,VIC_REL_AGR_ENC,AGR_EST_CIV,VIC_REL_AGR,AGR_EST_CIV_ENC=0,VIC_REL_AGR_ENC=1,casados(as),esposos(as),21402,16635.495932825826,0.0,28.473647322680122,0.3980469115035978,0.802165725047081,1.9595880433121362,2.9855581455667988
mujeres,2012,AGR_GRUPET_ENC,VIC_ALFAB_ENC,AGR_GRUPET,VIC_ALFAB,AGR_GRUPET_ENC=2,VIC_ALFAB_ENC=0,ladinos(as),alfabeta,21299,1498.5463068957163,0.0,5.491525423728813,0.5128409784496925,0.8804610672255361,1.105259637580992,1.7014526069992688
mujeres,2012,AGR_GRUPET_ENC,VIC_ES_INDIGENA_ENC,AGR_GRUPET,VIC_ES_INDIGENA,VIC_ES_INDIGENA_ENC=1,AGR_GRUPET_ENC=2,no,ladinos(as),19174,13676.75196825231,0.0,7.628976739334515,0.6064462292688015,0.9283832335329342,1.4595621613447425,5.081635700449939
mujeres,2012,AGR_GRUPET_ENC,VIC_ES_INDIGENA_ENC,AGR_GRUPET,VIC_ES_INDIGENA,AGR_GRUPET_ENC=2,VIC_ES_INDIGENA_ENC=1,ladinos(as),no,19174,13676.75196825231,0.0,7.628976739334515,0.6064462292688015,0.9534273532305674,1.4595621613447425,7.4458225284187085
mujeres,2012,AGR_GRUPET_ENC,VIC_ES_INDIGENA_ENC,AGR_GRUPET,VIC_ES_INDIGENA,VIC_ES_INDIGENA_ENC=2,AGR_GRUPET_ENC=3,si,maya,19174,13676.75196825231,0.0,7.628976739334515,0.3037968081777407,0.8760715897127388,2.5862658446731412,5.335822776782264
mujeres,2012,AGR_GRUPET_ENC,VIC_ES_INDIGENA_ENC,AGR_GRUPET,VIC_ES_INDIGENA,AGR_GRUPET_ENC=3,VIC_ES_INDIGENA_ENC=2,maya,si,19174,13676.75196825231,0.0,7.628976739334515,0.3037968081777407,0.8968437259430331,2.5862658446731412,6.332414869279751
mujeres,2012,AGR_GRUPET_ENC,AGR_ES_INDIGENA_ENC,AGR_GRUPET,AGR_ES_INDIGENA,AGR_GRUPET_ENC=2,AGR_ES_INDIGENA_ENC=1,ladinos(as),no,19253,19252.999999999996,0.0,9.531969043785384,0.6469641094894302,1.0,1.5456807964033397,353035890.5105698
mujeres,2012,AGR_GRUPET_ENC,AGR_ES_INDIGENA_ENC,AGR_GRUPET,AGR_ES_INDIGENA,AGR_ES_INDIGENA_ENC=1,AGR_GRUPET_ENC=2,no,ladinos(as),19253,19252.999999999996,0.0,9.531969043785384,0.6469641094894302,1.0,1.5456807964033397,353035890.5105698
mujeres,2012,AGR_GRUPET_ENC,AGR_ES_INDIGENA_ENC,AGR_GRUPET,AGR_ES_INDIGENA,AGR_GRUPET_ENC=3,AGR_ES_INDIGENA_ENC=2,maya,si,19253,19252.999999999996,0.0,9.531969043785384,0.34197267958240274,1.0,2.8325731940562013,646964109.4894302
mujeres,2012,AGR_GRUPET_ENC,AGR_ES_INDIGENA_ENC,AGR_GRUPET,AGR_ES_INDIGENA,AGR_ES_INDIGENA_ENC=2,AGR_GRUPET_ENC=3,si,maya,19253,19252.999999999996,0.0,9.531969043785384,0.34197267958240274,0.9686626452846844,2.8325731940562013,20.99817631058121
mujeres,2012,AGR_NACIONAL_ENC,AGR_TRABAJA_ENC,AGR_NACIONAL,AGR_TRABAJA,AGR_TRABAJA_ENC=2,AGR_NACIONAL_ENC=1,si,guatemalteca,20250,50.45808606738739,1.2173718072820992e-12,9.917827160493827,0.8891851851851852,0.9966236785299164,1.0011722140207762,1.3456089922686587
mujeres,2012,AGR_NACIONAL_ENC,VIC_REL_AGR_ENC,AGR_NACIONAL,VIC_REL_AGR,VIC_REL_AGR_ENC=1,AGR_NACIONAL_ENC=1,esposos(as),guatemalteca,20654,14.555175733303589,0.0022390816133129265,15.009005519511959,0.3997772828507795,0.9968610406857419,1.0021498142771144,1.6812662705936507
mujeres,2012,AGR_NACIONAL_ENC,VIC_TRABAJA_ENC,AGR_NACIONAL,VIC_TRABAJA,VIC_TRABAJA_ENC=1,AGR_NACIONAL_ENC=1,no,guatemalteca,20588,14.101522151880623,0.00017320356362869133,33.89969885370118,0.6862249854284049,0.9959816707789919,1.001282808633131,1.317548815032801
mujeres,2012,AGR_NACIONAL_ENC,VIOLENCIA_FISICA_ENC,AGR_NACIONAL,VIOLENCIA_FISICA,VIOLENCIA_FISICA_ENC=1,AGR_NACIONAL_ENC=1,presente,guatemalteca,20654,21.69033439291208,3.2040160289138036e-06,35.305993996320325,0.6736225428488428,0.9963477513606417,1.0016338017329127,1.4449801142348642
mujeres,2012,AGR_NACIONAL_ENC,VIC_ES_INDIGENA_ENC,AGR_NACIONAL,VIC_ES_INDIGENA,VIC_ES_INDIGENA_ENC=2,AGR_NACIONAL_ENC=1,si,guatemalteca,18471,8.934784518481337,0.0027979047469534604,32.732012343673865,0.35092848248605923,0.9970773727118905,1.0021229813560413,1.7227369023242471
mujeres,2012,AGR_NACIONAL_ENC,AGR_ES_INDIGENA_ENC,AGR_NACIONAL,AGR_ES_INDIGENA,AGR_ES_INDIGENA_ENC=2,AGR_NACIONAL_ENC=1,si,guatemalteca,18383,15.694543563351019,7.443860145817818e-05,27.640918239677962,0.35837458521460047,0.9983330807698136,1.0025323404234394,2.512809241604574
mujeres,2012,AGR_SEXO_ENC,AGR_TRABAJA_ENC,AGR_SEXO,AGR_TRABAJA,AGR_TRABAJA_ENC=2,AGR_SEXO_ENC=0,si,hombres,21303,3464.9545295780504,0.0,89.46491104539267,0.8815659766230108,0.9882130077878342,1.0282261260576453,3.3014956527365396
mujeres,2012,AGR_SEXO_ENC,AGR_TRABAJA_ENC,AGR_SEXO,AGR_TRABAJA,AGR_SEXO_ENC=0,AGR_TRABAJA_ENC=2,hombres,si,21303,3464.9545295780504,0.0,89.46491104539267,0.8815659766230108,0.9172609162840676,1.0282261260576453,1.304330024940823
mujeres,2012,AGR_SEXO_ENC,VIC_REL_AGR_ENC,AGR_SEXO,VIC_REL_AGR,VIC_REL_AGR_ENC=0,AGR_SEXO_ENC=0,conviviente,hombres,21861,5652.5078773395735,0.0,117.84053794428434,0.317689035268286,1.0,1.0410000000000001,39385206.53218058
mujeres,2012,AGR_SEXO_ENC,VIC_REL_AGR_ENC,AGR_SEXO,VIC_REL_AGR,VIC_REL_AGR_ENC=1,AGR_SEXO_ENC=0,esposos(as),hombres,21861,5652.5078773395735,0.0,117.84053794428434,0.4013997529847674,1.0,1.041,39385206.53218058
mujeres,2012,AGR_SEXO_ENC,VIOLENCIA_FISICA_ENC,AGR_SEXO,VIOLENCIA_FISICA,VIOLENCIA_FISICA_ENC=1,AGR_SEXO_ENC=0,presente,hombres,21861,181.23579979108064,2.603754746215914e-41,280.54082612872236,0.6559169296921459,0.972927127154295,1.0128171393676213,1.4547848431846049
mujeres,2012,AGR_SEXO_ENC,QUIEN_ES_MAYOR_ENC,AGR_SEXO,QUIEN_ES_MAYOR,QUIEN_ES_MAYOR_ENC=0,AGR_SEXO_ENC=0,agresor,hombres,20657,190.0208556360703,5.463808574551727e-42,57.93251682238466,0.6862080650626906,0.9698939445774889,1.008562759282013,1.2735149889233255
mujeres,2012,AGR_TRABAJA_ENC,VIC_REL_AGR_ENC,AGR_TRABAJA,VIC_REL_AGR,VIC_REL_AGR_ENC=1,AGR_TRABAJA_ENC=2,esposos(as),si,21303,1670.1415359787163,0.0,310.37525231188096,0.37581561282448483,0.9324481714418821,1.0452506522956437,1.5975743830633822
mujeres,2012,AGR_TRABAJA_ENC,VIC_ES_INDIGENA_ENC,AGR_TRABAJA,VIC_ES_INDIGENA,VIC_ES_INDIGENA_ENC=2,AGR_TRABAJA_ENC=2,si,si,19064,63.97550913109694,1.2597555071976426e-15,705.624737725556,0.3148866974402014,0.9170485792850596,1.0278449124281483,1.29949305565207
mujeres,2012,AGR_TRABAJA_ENC,AGR_ES_INDIGENA_ENC,AGR_TRABAJA,AGR_ES_INDIGENA,AGR_ES_INDIGENA_ENC=2,AGR_TRABAJA_ENC=2,si,si,18882,71.39406132044172,2.925513593600249e-17,712.6247219574198,0.32274123503866115,0.9184626978146194,1.0289790352519073,1.3172360687940072
mujeres,2012,AGR_TRABAJA_ENC,GANA_MAS_LA_VICTIMA_ENC,AGR_TRABAJA,GANA_MAS_LA_VICTIMA,GANA_MAS_LA_VICTIMA_ENC=0,AGR_TRABAJA_ENC=2,no,si,21303,998.8884014316228,3.132474121997536e-219,279.94207388630707,0.8054264657559969,0.9170987225399541,1.0280443110012967,1.3017781442673928
mujeres,2012,AGR_TRABAJA_ENC,GANA_MAS_LA_VICTIMA_ENC,AGR_TRABAJA,GANA_MAS_LA_VICTIMA,AGR_TRABAJA_ENC=2,GANA_MAS_LA_VICTIMA_ENC=0,si,no,21303,998.8884014316228,3.132474121997536e-219,279.94207388630707,0.8054264657559969,0.902862555251526,1.0280443110012967,1.2535524931154833
mujeres,2012,VIC_ALFAB_ENC,VIC_REL_AGR_ENC,VIC_ALFAB,VIC_REL_AGR,VIC_REL_AGR_ENC=1,VIC_ALFAB_ENC=0,esposos(as),alfabeta,21756,274.9536021324376,2.6165236633806977e-59,597.4501287001287,0.3356775142489428,0.8353923587279799,1.045670338673605,1.221656226395832
mujeres,2012,VIC_ALFAB_ENC,CANTIDAD_HIJOS_ENC,VIC_ALFAB,CANTIDAD_HIJOS,CANTIDAD_HIJOS_ENC=1,VIC_ALFAB_ENC=0,hijos medios,alfabeta,21756,660.9976407911929,6.01009846368079e-143,324.766731016731,0.3179352822209965,0.8429198147696807,1.055092543014163,1.2801993422588416
mujeres,2012,VIC_ALFAB_ENC,VIC_NIV_ESCOLARIDAD_ENC,VIC_ALFAB,VIC_NIV_ESCOLARIDAD,VIC_NIV_ESCOLARIDAD_ENC=4,VIC_ALFAB_ENC=0,primaria,alfabeta,21522,18145.34166326471,0.0,142.29625499488895,0.41088188830034383,1.0,1.2551466728873857,203280364.27841276
mujeres,2012,VIC_ALFAB_ENC,DIF_ALFAB_ENC,VIC_ALFAB,DIF_ALFAB,VIC_ALFAB_ENC=0,DIF_ALFAB_ENC=2,alfabeta,iguales,21324,11747.660570387026,0.0,223.54755205402364,0.7489214031138623,0.934027371622412,1.1283253836662313,2.6101784826878562
mujeres,2012,VIC_ALFAB_ENC,DIF_ALFAB_ENC,VIC_ALFAB,DIF_ALFAB,DIF_ALFAB_ENC=2,VIC_ALFAB_ENC=0,iguales,alfabeta,21324,11747.660570387026,0.0,223.54755205402364,0.7489214031138623,0.9047133469295264,1.1283253836662313,2.079834326032995
mujeres,2012,VIC_ALFAB_ENC,VIC_ES_INDIGENA_ENC,VIC_ALFAB,VIC_ES_INDIGENA,VIC_ES_INDIGENA_ENC=1,VIC_ALFAB_ENC=0,no,alfabeta,19422,1834.1193524544076,0.0,1341.9953660797034,0.5827927092987334,0.8881826741996234,1.1115589856501762,1.7971962182574233
mujeres,2012,VIC_ALFAB_ENC,VIC_ES_INDIGENA_ENC,VIC_ALFAB,VIC_ES_INDIGENA,VIC_ALFAB_ENC=0,VIC_ES_INDIGENA_ENC=1,alfabeta,no,19422,1834.1193524544076,0.0,1341.9953660797034,0.5827927092987334,0.7293640054127198,1.1115589856501762,1.270477289096133
mujeres,2012,VIC_ALFAB_ENC,AGR_ES_INDIGENA_ENC,VIC_ALFAB,AGR_ES_INDIGENA,VIC_ALFAB_ENC=0,AGR_ES_INDIGENA_ENC=1,alfabeta,no,19179,1470.5514080589037,0.0,1365.6181761301423,0.5695291725324574,0.7133620689655172,1.1028188876906058,1.232030486444522
mujeres,2012,VIC_ALFAB_ENC,AGR_ES_INDIGENA_ENC,VIC_ALFAB,AGR_ES_INDIGENA,AGR_ES_INDIGENA_ENC=1,VIC_ALFAB_ENC=0,no,alfabeta,19179,1470.5514080589037,0.0,1365.6181761301423,0.5695291725324574,0.8804610672255361,1.1028188876906058,1.6867038455459278
mujeres,2012,VIC_DISC_ENC,CANTIDAD_HIJOS_ENC,VIC_DISC,CANTIDAD_HIJOS,CANTIDAD_HIJOS_ENC=2,VIC_DISC_ENC=2,muchos hijos,sin discapacidad,20497,13.646007165556872,0.0034288260909772837,15.492218373420501,0.3283407327901644,0.9935045763212282,1.0033931165733538,1.5172373222429876
mujeres,2012,VIC_DISC_ENC,VIC_ES_INDIGENA_ENC,VIC_DISC,VIC_ES_INDIGENA,VIC_ES_INDIGENA_ENC=2,VIC_DISC_ENC=2,si,sin discapacidad,18330,12.060772344609315,0.0005149395366099091,63.05259138025095,0.3519912711402073,0.9936855074695826,1.0034296690126403,1.5378678388993974
mujeres,2012,VIC_DISC_ENC,AGR_ES_INDIGENA_ENC,VIC_DISC,AGR_ES_INDIGENA,AGR_ES_INDIGENA_ENC=2,VIC_DISC_ENC=2,si,sin discapacidad,18136,18.086785271526626,2.1106118255375508e-05,62.76687251874724,0.36082928981032203,0.9945288753799392,1.0041070914596992,1.743523917954432
mujeres,2012,VIC_EST_CIV_ENC,VIC_REL_AGR_ENC,VIC_EST_CIV,VIC_REL_AGR,VIC_REL_AGR_ENC=1,VIC_EST_CIV_ENC=0,esposos(as),casados(as),21786,17644.870556079895,0.0,28.219498760671993,0.3855228128155696,0.9584617140248773,2.0225733147758596,12.665849474603819
mujeres,2012,VIC_EST_CIV_ENC,VIC_REL_AGR_ENC,VIC_EST_CIV,VIC_REL_AGR,VIC_EST_CIV_ENC=0,VIC_REL_AGR_ENC=1,casados(as),esposos(as),21786,17644.870556079895,0.0,28.219498760671993,0.3855228128155696,0.813541263076327,2.0225733147758596,3.2059061229344685
mujeres,2012,VIC_GRUPET_ENC,VIC_ES_INDIGENA_ENC,VIC_GRUPET,VIC_ES_INDIGENA,VIC_GRUPET_ENC=2,VIC_ES_INDIGENA_ENC=1,ladinos(as),no,19500,19500.0,0.0,6.535025641025641,0.656051282051282,1.0,1.5242710857500197,343948717.94871795
mujeres,2012,VIC_GRUPET_ENC,VIC_ES_INDIGENA_ENC,VIC_GRUPET,VIC_ES_INDIGENA,VIC_ES_INDIGENA_ENC=1,VIC_GRUPET_ENC=2,no,ladinos(as),19500,19500.0,0.0,6.535025641025641,0.656051282051282,1.0,1.5242710857500197,343948717.94871795
mujeres,2012,VIC_GRUPET_ENC,VIC_ES_INDIGENA_ENC,VIC_GRUPET,VIC_ES_INDIGENA,VIC_GRUPET_ENC=3,VIC_ES_INDIGENA_ENC=2,maya,si,19500,19500.0,0.0,6.535025641025641,0.3313846153846154,1.0,2.9074101684806917,656051282.051282
mujeres,2012,VIC_GRUPET_ENC,VIC_ES_INDIGENA_ENC,VIC_GRUPET,VIC_ES_INDIGENA,VIC_ES_INDIGENA_ENC=2,VIC_GRUPET_ENC=3,si,maya,19500,19500.0,0.0,6.535025641025641,0.3313846153846154,0.9634710004472938,2.9074101684806917,18.303686783071644
mujeres,2012,VIC_GRUPET_ENC,AGR_ES_INDIGENA_ENC,VIC_GRUPET,AGR_ES_INDIGENA,VIC_GRUPET_ENC=2,AGR_ES_INDIGENA_ENC=1,ladinos(as),no,19044,13685.91048327077,0.0,6.380907372400756,0.610586011342155,0.9420724297172487,1.4594344221536877,6.119622248478761
mujeres,2012,VIC_GRUPET_ENC,AGR_ES_INDIGENA_ENC,VIC_GRUPET,AGR_ES_INDIGENA,AGR_ES_INDIGENA_ENC=1,VIC_GRUPET_ENC=2,no,ladinos(as),19044,13685.91048327077,0.0,6.380907372400756,0.610586011342155,0.9459041731066461,1.4594344221536877,6.504556245468121
mujeres,2012,VIC_GRUPET_ENC,AGR_ES_INDIGENA_ENC,VIC_GRUPET,AGR_ES_INDIGENA,VIC_GRUPET_ENC=3,AGR_ES_INDIGENA_ENC=2,maya,si,19044,13685.91048327077,0.0,6.380907372400756,0.3056080655324512,0.9175469020967997,2.5883222046410093,7.828755432655804
mujeres,2012,VIC_GRUPET_ENC,AGR_ES_INDIGENA_ENC,VIC_GRUPET,AGR_ES_INDIGENA,AGR_ES_INDIGENA_ENC=2,VIC_GRUPET_ENC=3,si,maya,19044,13685.91048327077,0.0,6.380907372400756,0.3056080655324512,0.8620945045178492,2.5883222046410093,4.83613223231799
mujeres,2012,VIC_NACIONAL_ENC,VIC_REL_AGR_ENC,VIC_NACIONAL,VIC_REL_AGR,VIC_REL_AGR_ENC=1,VIC_NACIONAL_ENC=1,esposos(as),guatemalteca,21624,59.336433260110525,8.147053232960591e-13,26.602386237513873,0.4000184979652238,0.9952824761247268,1.0043393655196737,1.911544355363372
mujeres,2012,VIC_NACIONAL_ENC,VIC_TRABAJA_ENC,VIC_NACIONAL,VIC_TRABAJA,VIC_TRABAJA_ENC=1,VIC_NACIONAL_ENC=1,no,guatemalteca,21540,12.342738676564139,0.0004427050790473767,61.32451253481894,0.6803621169916435,0.9924827305973182,1.0015496845662326,1.2042835106552303
mujeres,2012,VIC_NACIONAL_ENC,VIC_OTRAS_VICTIMAS_ENC,VIC_NACIONAL,VIC_OTRAS_VICTIMAS,VIC_OTRAS_VICTIMAS_ENC=1,VIC_NACIONAL_ENC=1,no,guatemalteca,13136,4.897523783937548,0.026895234721294008,45.37834957369062,0.409942143727162,0.9937257796641447,1.0021174452378478,1.3346571276818662
mujeres,2012,VIC_NACIONAL_ENC,VIC_ES_INDIGENA_ENC,VIC_NACIONAL,VIC_ES_INDIGENA,VIC_ES_INDIGENA_ENC=2,VIC_NACIONAL_ENC=1,si,guatemalteca,19332,41.47557560095607,1.1935282467456776e-10,55.78491620111732,0.3434719635836954,0.9974462971308398,1.005875420768565,3.2814643739064575
mujeres,2012,VIC_NACIONAL_ENC,AGR_ES_INDIGENA_ENC,VIC_NACIONAL,AGR_ES_INDIGENA,AGR_ES_INDIGENA_ENC=2,VIC_NACIONAL_ENC=1,si,guatemalteca,19086,31.95991010932769,1.5738738488390623e-08,60.078067693597404,0.3520905375668029,0.9962935507783544,1.005247341412332,2.403122059381579
mujeres,2012,VIC_REL_AGR_ENC,DIF_ALFAB_ENC,VIC_REL_AGR,DIF_ALFAB,VIC_REL_AGR_ENC=1,DIF_ALFAB_ENC=2,esposos(as),iguales,21324,268.99368551651565,3.5613558216638256e-55,152.45244794597636,0.34557306321515663,0.8571594742351983,1.0354672914452396,1.2055425833822535
mujeres,2012,VIC_TRABAJA_ENC,VIC_NIV_ESCOLARIDAD_ENC,VIC_TRABAJA,VIC_NIV_ESCOLARIDAD,VIC_NIV_ESCOLARIDAD_ENC=4,VIC_TRABAJA_ENC=1,primaria,no,21446,2524.228203784764,0.0,219.26820852373402,0.3146507507227455,0.765079365079365,1.115500174280513,1.3372083441292537
mujeres,2012,VIC_TRABAJA_ENC,AGR_NIV_ESCOLARIDAD_ENC,VIC_TRABAJA,AGR_NIV_ESCOLARIDAD,AGR_NIV_ESCOLARIDAD_ENC=4,VIC_TRABAJA_ENC=1,primaria,no,20925,1347.908491231735,1.3635290884073183e-290,206.42222222222222,0.34284348864994024,0.7488517745302714,1.0965516712418424,1.2625405770104652
mujeres,2012,VIC_TRABAJA_ENC,GANA_MAS_LA_VICTIMA_ENC,VIC_TRABAJA,GANA_MAS_LA_VICTIMA,VIC_TRABAJA_ENC=1,GANA_MAS_LA_VICTIMA_ENC=0,no,no,21768,4128.994986900595,0.0,818.5495222344726,0.6684582873943403,0.9766427276998456,1.1087701521106832,5.101868970553968
mujeres,2012,VIC_TRABAJA_ENC,GANA_MAS_LA_VICTIMA_ENC,VIC_TRABAJA,GANA_MAS_LA_VICTIMA,GANA_MAS_LA_VICTIMA_ENC=0,VIC_TRABAJA_ENC=1,no,no,21768,4128.994986900595,0.0,818.5495222344726,0.6684582873943403,0.7588922499217691,1.1087701521106832,1.308771458505547
mujeres,2012,VIC_RANGO_EDAD_ENC,QUIEN_ES_MAYOR_ENC,VIC_RANGO_EDAD,QUIEN_ES_MAYOR,QUIEN_ES_MAYOR_ENC=0,VIC_RANGO_EDAD_ENC=0,agresor,adulto joven,20657,1071.860309489958,1.7721117643633243e-233,252.86958416033306,0.6213874231495377,0.8782757440985289,1.0547989561536808,1.3748489871882437
mujeres,2012,VIC_NIV_ESCOLARIDAD_ENC,DIF_ALFAB_ENC,VIC_NIV_ESCOLARIDAD,DIF_ALFAB,VIC_NIV_ESCOLARIDAD_ENC=4,DIF_ALFAB_ENC=2,primaria,iguales,21143,10201.77152357985,0.0,36.803102681738636,0.3736461240126756,0.9049255441008018,1.0944934945897404,1.8217462194468659
mujeres,2012,VIC_NIV_ESCOLARIDAD_ENC,GANA_MAS_LA_VICTIMA_ENC,VIC_NIV_ESCOLARIDAD,GANA_MAS_LA_VICTIMA,VIC_NIV_ESCOLARIDAD_ENC=4,GANA_MAS_LA_VICTIMA_ENC=0,primaria,no,21522,1533.6395473704995,0.0,82.61314004274696,0.3778923891831614,0.919710505484564,1.0427778684563684,1.4699154694146617
mujeres,2012,AGR_NIV_ESCOLARIDAD_ENC,GANA_MAS_LA_VICTIMA_ENC,AGR_NIV_ESCOLARIDAD,GANA_MAS_LA_VICTIMA,AGR_NIV_ESCOLARIDAD_ENC=4,GANA_MAS_LA_VICTIMA_ENC=0,primaria,no,20987,432.07924059646723,3.248808052883735e-92,78.8476676037547,0.415161766808024,0.9068484596169858,1.0316021801713742,1.2982287113209552
mujeres,2012,OTROS_AGRESORES_ENC,VIC_OTRAS_VICTIMAS_ENC,OTROS_AGRESORES,VIC_OTRAS_VICTIMAS,VIC_OTRAS_VICTIMAS_ENC=1,OTROS_AGRESORES_ENC=1,no,no,71,21.730967078189302,3.136865495346492e-06,8.380281690140846,0.49295774647887325,1.0,1.3148148148148149,239436619.71830985
mujeres,2012,OTROS_AGRESORES_ENC,VIC_OTRAS_VICTIMAS_ENC,OTROS_AGRESORES,VIC_OTRAS_VICTIMAS,OTROS_AGRESORES_ENC=1,VIC_OTRAS_VICTIMAS_ENC=1,no,no,71,21.730967078189302,3.136865495346492e-06,8.380281690140846,0.49295774647887325,0.6481481481481481,1.3148148148148149,1.4410674532801684
