division,year,orig_col_a,orig_col_b,col_a_enc,col_b_enc,n_rows,pair_chi2,pair_p_value,pair_expected_min,antecedent_enc,consequent_enc,support,confidence,lift,conviction,rule_n,rule_chi2,rule_p_value,rule_dof,rule_expected_min,rule_observed
mujeres,2010,VIC_ALFAB,AGR_ES_INDIGENA,VIC_ALFAB_ENC,AGR_ES_INDIGENA_ENC,22907,1740.3999094038227,0.0,2364.173047540053,VIC_ALFAB_ENC=0,AGR_ES_INDIGENA_ENC=1,0.5066573536473568,0.6867862003668856,1.132384041733553,1.2563436484468158,22907,1740.3999094038227,0.0,1,2364.173047540053,"[[3721, 2287], [5293, 11606]]"
mujeres,2010,VIC_ALFAB,AGR_ES_INDIGENA,VIC_ALFAB_ENC,AGR_ES_INDIGENA_ENC,22907,1740.3999094038227,0.0,2364.173047540053,AGR_ES_INDIGENA_ENC=1,VIC_ALFAB_ENC=0,0.5066573536473568,0.8353847261210682,1.132384041733553,1.5932780631064865,22907,1740.3999094038227,0.0,1,2364.173047540053,"[[3721, 5293], [2287, 11606]]"
mujeres,2010,VIC_DISC,VIC_ES_INDIGENA,VIC_DISC_ENC,VIC_ES_INDIGENA_ENC,21622,15.15461099259471,9.905610717396765e-05,75.35033761909166,VIC_ES_INDIGENA_ENC=2,VIC_DISC_ENC=2,0.38414577744889467,0.9941352483542789,1.0031825425825462,1.5377617300223068,21622,15.154610992594712,9.905610717396765e-05,1,75.35033761909166,"[[146, 13121], [49, 8306]]"
mujeres,2010,VIC_DISC,AGR_ES_INDIGENA,VIC_DISC_ENC,AGR_ES_INDIGENA_ENC,21473,13.536951144398724,0.00023391207619891967,79.2923205886462,AGR_ES_INDIGENA_ENC=2,VIC_DISC_ENC=2,0.39593908629441626,0.9936886395511921,1.002983743399584,1.46837607454112,21473,13.536951144398724,0.00023391207619891967,1,79.2923205886462,"[[145, 12772], [54, 8502]]"
mujeres,2010,VIC_EST_CIV,VIC_REL_AGR,VIC_EST_CIV_ENC,VIC_REL_AGR_ENC,25508,20450.961687539326,0.0,30.85702524698134,VIC_REL_AGR_ENC=1,VIC_EST_CIV_ENC=0,0.38991688881919395,0.9392766078005478,2.0123524031392885,8.78153285293054,25508,16241.20269992737,0.0,1,4942.474282578015,"[[12959, 1960], [643, 9946]]"
mujeres,2010,VIC_EST_CIV,VIC_REL_AGR,VIC_EST_CIV_ENC,VIC_REL_AGR_ENC,25508,20450.961687539326,0.0,30.85702524698134,VIC_EST_CIV_ENC=0,VIC_REL_AGR_ENC=1,0.38991688881919395,0.8353771207794389,2.0123524031392885,3.552819222001082,25508,16241.20269992737,0.0,1,4942.474282578015,"[[12959, 643], [1960, 9946]]"
mujeres,2010,VIC_GRUPET,VIC_ES_INDIGENA,VIC_GRUPET_ENC,VIC_ES_INDIGENA_ENC,23137,23137.0,0.0,7.259368111682586,VIC_GRUPET_ENC=2,VIC_ES_INDIGENA_ENC=1,0.6179279941219692,1.0,1.6183115338882283,382072005.8780308,23137,23137.0,0.0,1,3377.5165319617927,"[[8840, 0], [0, 14297]]"
mujeres,2010,VIC_GRUPET,VIC_ES_INDIGENA,VIC_GRUPET_ENC,VIC_ES_INDIGENA_ENC,23137,23137.0,0.0,7.259368111682586,VIC_ES_INDIGENA_ENC=1,VIC_GRUPET_ENC=2,0.6179279941219692,1.0,1.6183115338882283,382072005.8780308,23137,23137.0,0.0,1,3377.5165319617927,"[[8840, 0], [0, 14297]]"
mujeres,2010,VIC_GRUPET,VIC_ES_INDIGENA,VIC_GRUPET_ENC,VIC_ES_INDIGENA_ENC,23137,23137.0,0.0,7.259368111682586,VIC_GRUPET_ENC=3,VIC_ES_INDIGENA_ENC=2,0.3712235812767429,1.0,2.6173076923076923,617927994.121969,23137,22092.20218124088,0.0,1,3281.616458486407,"[[14297, 251], [0, 8589]]"
mujeres,2010,VIC_GRUPET,VIC_ES_INDIGENA,VIC_GRUPET_ENC,VIC_ES_INDIGENA_ENC,23137,23137.0,0.0,7.259368111682586,VIC_ES_INDIGENA_ENC=2,VIC_GRUPET_ENC=3,0.3712235812767429,0.971606334841629,2.6173076923076923,22.14495356873387,23137,22092.20218124088,0.0,1,3281.616458486407,"[[14297, 0], [251, 8589]]"
mujeres,2010,VIC_GRUPET,AGR_ES_INDIGENA,VIC_GRUPET_ENC,AGR_ES_INDIGENA_ENC,22657,16103.494762674187,0.0,5.93326565741272,VIC_GRUPET_ENC=2,AGR_ES_INDIGENA_ENC=1,0.5684777331509026,0.9316455696202531,1.5413138861545144,5.786765186151704,22657,15880.490684183453,0.0,1,3493.5068190846096,"[[8017, 815], [945, 12880]]"
mujeres,2010,VIC_GRUPET,AGR_ES_INDIGENA,VIC_GRUPET_ENC,AGR_ES_INDIGENA_ENC,22657,16103.494762674187,0.0,5.93326565741272,AGR_ES_INDIGENA_ENC=1,VIC_GRUPET_ENC=2,0.5684777331509026,0.9404892296458561,1.5413138861545144,6.550298271422152,22657,15880.490684183453,0.0,1,3493.5068190846096,"[[8017, 945], [815, 12880]]"
mujeres,2010,VIC_GRUPET,AGR_ES_INDIGENA,VIC_GRUPET_ENC,AGR_ES_INDIGENA_ENC,22657,16103.494762674187,0.0,5.93326565741272,VIC_GRUPET_ENC=3,AGR_ES_INDIGENA_ENC=2,0.34360241867855407,0.92239336492891,2.331919936308225,7.788624617343186,22657,15614.785758881659,0.0,1,3338.4508099042237,"[[13040, 1177], [655, 7785]]"
mujeres,2010,VIC_GRUPET,AGR_ES_INDIGENA,VIC_GRUPET_ENC,AGR_ES_INDIGENA_ENC,22657,16103.494762674187,0.0,5.93326565741272,AGR_ES_INDIGENA_ENC=2,VIC_GRUPET_ENC=3,0.34360241867855407,0.8686677081008704,2.331919936308225,4.777866735154235,22657,15614.785758881659,0.0,1,3338.4508099042237,"[[13040, 655], [1177, 7785]]"
mujeres,2010,VIC_NACIONAL,VIC_REL_AGR,VIC_NACIONAL_ENC,VIC_REL_AGR_ENC,25205,70.76436567208962,2.9280110070334324e-15,23.923824637968657,VIC_REL_AGR_ENC=1,VIC_NACIONAL_ENC=1,0.41384645903590556,0.9965606190885641,1.0045315098631176,2.3070812574049957,25205,45.95715082391791,1.2086793413541301e-11,1,83.05494941479866,"[[164, 14574], [36, 10431]]"
mujeres,2010,VIC_NACIONAL,VIC_TRABAJA,VIC_NACIONAL_ENC,VIC_TRABAJA_ENC,25085,26.499195305364132,2.6364791334420153e-07,59.06175004983058,VIC_TRABAJA_ENC=1,VIC_NACIONAL_ENC=1,0.6945186366354396,0.994065959146411,1.0018941936272137,1.316713719936961,25085,26.499195305364132,2.6364791334420153e-07,1,59.06175004983058,"[[92, 7467], [104, 17422]]"
mujeres,2010,VIC_NACIONAL,VIC_ES_INDIGENA,VIC_NACIONAL_ENC,VIC_ES_INDIGENA_ENC,22816,75.53757582991658,3.585187579933167e-18,62.93039971949509,VIC_ES_INDIGENA_ENC=2,VIC_NACIONAL_ENC=1,0.38332748948106593,0.9989720159908624,1.0062045522182377,6.992259833584603,22816,75.53757582991656,3.585187579933194e-18,1,62.93039971949509,"[[155, 13906], [9, 8746]]"
mujeres,2010,VIC_NACIONAL,AGR_ES_INDIGENA,VIC_NACIONAL_ENC,AGR_ES_INDIGENA_ENC,22653,33.67744383851168,6.5050620677014386e-09,68.07716417251578,AGR_ES_INDIGENA_ENC=2,VIC_NACIONAL_ENC=1,0.3944289939522359,0.9965424938657149,1.0041669460228655,2.1960369188015587,22653,33.67744383851168,6.5050620677014386e-09,1,68.07716417251578,"[[141, 13546], [31, 8935]]"
mujeres,2010,VIC_REL_AGR,GANA_MAS_LA_VICTIMA,VIC_REL_AGR_ENC,GANA_MAS_LA_VICTIMA_ENC,25589,96.67733430752196,8.050270713902834e-21,255.5723162296299,VIC_REL_AGR_ENC=0,GANA_MAS_LA_VICTIMA_ENC=0,0.3153698854976748,0.9350017379214459,1.020331761340436,1.2866449143270697,25589,58.99298336543268,1.5823521587552986e-14,1,721.8078080425182,"[[1579, 15379], [561, 8070]]"
mujeres,2010,VIC_TRABAJA,VIC_OFICIO,VIC_TRABAJA_ENC,VIC_OFICIO_ENC,24917,24917.000000000004,0.0,13.703816671348878,VIC_TRABAJA_ENC=1,VIC_OFICIO_ENC=14,0.6900509692178031,0.982851263290271,1.4243169086543959,18.07416009438132,24917,23538.40213338308,0.0,1,2300.7516554962476,"[[7423, 0], [300, 17194]]"
mujeres,2010,VIC_TRABAJA,VIC_OFICIO,VIC_TRABAJA_ENC,VIC_OFICIO_ENC,24917,24917.000000000004,0.0,13.703816671348878,VIC_OFICIO_ENC=14,VIC_TRABAJA_ENC=1,0.6900509692178031,1.0,1.4243169086543959,297909058.07280165,24917,23538.40213338308,0.0,1,2300.7516554962476,"[[7423, 300], [0, 17194]]"
mujeres,2010,VIC_TRABAJA,AGR_OFICIO,VIC_TRABAJA_ENC,AGR_OFICIO_ENC,23170,1938.192240321926,0.0,5.523694432455762,AGR_OFICIO_ENC=1,VIC_TRABAJA_ENC=1,0.42313336210617175,0.8281104823042487,1.1675380233047001,1.691323367526078,23170,1657.8330494344505,0.0,1,3294.1569270608547,"[[4701, 6630], [2035, 9804]]"
mujeres,2010,VIC_TRABAJA,VIC_ES_INDIGENA,VIC_TRABAJA_ENC,VIC_ES_INDIGENA_ENC,23031,778.5141026493654,2.532569176364176e-171,2706.3848725630673,VIC_ES_INDIGENA_ENC=2,VIC_TRABAJA_ENC=1,0.30623941643871305,0.8005675368898978,1.1555446817567836,1.540344256683343,23031,778.5141026493654,2.532569176364176e-171,1,2706.3848725630673,"[[5318, 8903], [1757, 7053]]"
mujeres,2010,VIC_TRABAJA,AGR_ES_INDIGENA,VIC_TRABAJA_ENC,AGR_ES_INDIGENA_ENC,22869,654.5192498406034,2.3241736889112582e-144,2758.229699593336,AGR_ES_INDIGENA_ENC=2,VIC_TRABAJA_ENC=1,0.3116883116883117,0.7906821963394343,1.1392459140679512,1.4617009466963975,22869,654.5192498406034,2.3241736889112582e-144,1,2758.229699593336,"[[5110, 8744], [1887, 7128]]"
mujeres,2010,VIC_TRABAJA,GANA_MAS_LA_VICTIMA,VIC_TRABAJA_ENC,GANA_MAS_LA_VICTIMA_ENC,25462,4466.963982518918,0.0,649.5137852486058,VIC_TRABAJA_ENC=1,GANA_MAS_LA_VICTIMA_ENC=0,0.6913832377660828,0.992669448516973,1.0837556598121587,11.465277010970523,25462,4466.963982518918,0.0,1,649.5137852486058,"[[2010, 5718], [130, 17604]]"
mujeres,2010,VIC_TRABAJA,GANA_MAS_LA_VICTIMA,VIC_TRABAJA_ENC,GANA_MAS_LA_VICTIMA_ENC,25462,4466.963982518918,0.0,649.5137852486058,GANA_MAS_LA_VICTIMA_ENC=0,VIC_TRABAJA_ENC=1,0.6913832377660828,0.7548237715461795,1.0837556598121587,1.2379304277510281,25462,4466.963982518917,0.0,1,649.5137852486058,"[[2010, 130], [5718, 17604]]"
mujeres,2010,VIC_OFICIO,VIC_ES_INDIGENA,VIC_OFICIO_ENC,VIC_ES_INDIGENA_ENC,22540,894.1618254532508,1.1493550041635271e-185,17.002661934338953,VIC_ES_INDIGENA_ENC=2,VIC_OFICIO_ENC=14,0.3073203194321207,0.795292766934558,1.1584528219403474,1.5313925539329545,22540,780.5105940522257,9.321246133290507e-172,1,2730.472937000887,"[[5283, 8547], [1783, 6927]]"
mujeres,2010,VIC_OFICIO,AGR_ES_INDIGENA,VIC_OFICIO_ENC,AGR_ES_INDIGENA_ENC,22383,734.7888176718691,2.1266484766186442e-151,17.515078407720146,AGR_ES_INDIGENA_ENC=2,VIC_OFICIO_ENC=14,0.3124692847250145,0.7849607182940517,1.1415616761468232,1.4526644958397787,22383,652.9628905072002,5.066909039811535e-144,1,2783.305186972256,"[[5076, 8397], [1916, 6994]]"
mujeres,2010,CANTIDAD_HIJOS,VIC_RANGO_EDAD,CANTIDAD_HIJOS_ENC,VIC_RANGO_EDAD_ENC,25589,1069.773898163773,1.3138356214063173e-231,568.802532338114,CANTIDAD_HIJOS_ENC=1,VIC_RANGO_EDAD_ENC=0,0.3057954589862832,0.8723522853957637,1.0531029216866632,1.3446088646294172,25589,187.97053198316146,8.817232407399868e-43,1,1539.5771620618234,"[[3247, 13372], [1145, 7825]]"
mujeres,2010,CANTIDAD_HIJOS,VIOLENCIA_PSICOLOGICA,CANTIDAD_HIJOS_ENC,VIOLENCIA_PSICOLOGICA_ENC,25589,169.63741708011207,1.523848099021747e-36,520.2367423502286,CANTIDAD_HIJOS_ENC=1,VIOLENCIA_PSICOLOGICA_ENC=1,0.306616124115831,0.8746934225195094,1.0375732425761044,1.2527795220215052,25589,104.70967270694267,1.4140904169973377e-24,1,1408.124193989605,"[[2893, 13726], [1124, 7846]]"
mujeres,2010,CANTIDAD_HIJOS,GANA_MAS_LA_VICTIMA,CANTIDAD_HIJOS_ENC,GANA_MAS_LA_VICTIMA_ENC,25589,53.23689755854025,1.632076254190703e-11,277.1487748641995,CANTIDAD_HIJOS_ENC=2,GANA_MAS_LA_VICTIMA_ENC=0,0.30517019031615145,0.9333094299031911,1.0184850100982028,1.2539956286881486,25589,46.54675782925879,8.945814398744876e-12,1,699.729571300168,"[[1582, 15640], [558, 7809]]"
mujeres,2010,VIC_RANGO_EDAD,QUIEN_ES_MAYOR,VIC_RANGO_EDAD_ENC,QUIEN_ES_MAYOR_ENC,23852,1219.9440768622333,1.2373985252560494e-265,303.08779138017775,QUIEN_ES_MAYOR_ENC=0,VIC_RANGO_EDAD_ENC=0,0.6300939124601711,0.8706407137064072,1.0530156839574678,1.3388526426613527,23852,838.3260734916826,2.509130123284823e-184,1,1141.3420258259266,"[[1898, 4692], [2233, 15029]]"
mujeres,2010,VIC_NIV_ESCOLARIDAD,DIF_ALFAB,VIC_NIV_ESCOLARIDAD_ENC,DIF_ALFAB_ENC,24832,11433.110303885205,0.0,29.63635631443299,VIC_NIV_ESCOLARIDAD_ENC=4,DIF_ALFAB_ENC=2,0.38849065721649484,0.8956457153467645,1.131035110022928,1.9943460433680644,24832,1242.7284280536173,3.1575757106298036e-272,1,2241.644974226804,"[[4044, 10017], [1124, 9647]]"
mujeres,2010,VIC_NIV_ESCOLARIDAD,GANA_MAS_LA_VICTIMA,VIC_NIV_ESCOLARIDAD_ENC,GANA_MAS_LA_VICTIMA_ENC,25211,1611.023452429863,0.0,42.5826028320971,VIC_NIV_ESCOLARIDAD_ENC=4,GANA_MAS_LA_VICTIMA_ENC=0,0.4078775137836659,0.9424434057373293,1.0283017701914572,1.450664329426222,25211,169.12914755873686,1.1464949364394839e-38,1,911.0172147078656,"[[1477, 12823], [628, 10283]]"
mujeres,2010,VIC_OTRAS_VICTIMAS,VIOLENCIA_SEXUAL,VIC_OTRAS_VICTIMAS_ENC,VIOLENCIA_SEXUAL_ENC,18141,70.29485135173702,5.1070815198794506e-17,292.77603219227166,VIC_OTRAS_VICTIMAS_ENC=1,VIOLENCIA_SEXUAL_ENC=0,0.4579681384708671,0.9776417980701342,1.012525682735231,1.540926416302521,18141,70.29485135173702,5.1070815198794506e-17,1,292.77603219227166,"[[435, 9208], [190, 8308]]"
mujeres,2010,VIC_OTRAS_VICTIMAS,VIOLENCIA_PATRIMONIAL,VIC_OTRAS_VICTIMAS_ENC,VIOLENCIA_PATRIMONIAL_ENC,18141,278.46582287706235,1.6215230890536856e-62,1403.4511879168733,VIC_OTRAS_VICTIMAS_ENC=1,VIOLENCIA_PATRIMONIAL_ENC=0,0.4140345074692685,0.8838550247116969,1.058700165288537,1.4219363483619636,18141,278.4658228770623,1.621523089053732e-62,1,1403.4511879168733,"[[2009, 7634], [987, 7511]]"
mujeres,2010,VIOLENCIA_SEXUAL,VIOLENCIA_PATRIMONIAL,VIOLENCIA_SEXUAL_ENC,VIOLENCIA_PATRIMONIAL_ENC,25589,267.57382875405165,3.834346794791947e-60,118.1659306733362,VIOLENCIA_PATRIMONIAL_ENC=0,VIOLENCIA_SEXUAL_ENC=0,0.8346555160420494,0.9753847559026351,1.0076350633343776,1.3002486843323158,25589,267.57382875405165,3.834346794791947e-60,1,118.1659306733362,"[[280, 3412], [539, 21358]]"
mujeres,2010,VIOLENCIA_SEXUAL,VIC_ES_INDIGENA,VIOLENCIA_SEXUAL_ENC,VIC_ES_INDIGENA_ENC,23137,20.354235783251497,6.4350483809927726e-06,280.4408523144746,VIC_ES_INDIGENA_ENC=2,VIOLENCIA_SEXUAL_ENC=0,0.3724769849159355,0.9748868778280543,1.0068275540020395,1.263247032195362,23137,20.354235783251497,6.4350483809927726e-06,1,280.4408523144746,"[[512, 13785], [222, 8618]]"
mujeres,2010,VIOLENCIA_SEXUAL,AGR_ES_INDIGENA,VIOLENCIA_SEXUAL_ENC,AGR_ES_INDIGENA_ENC,22975,18.17391911359232,2.0162108891654236e-05,285.1567355821545,AGR_ES_INDIGENA_ENC=2,VIOLENCIA_SEXUAL_ENC=0,0.38385201305767136,0.9745828268316941,1.0062936697882419,1.239811845056941,22975,18.17391911359232,2.0162108891654236e-05,1,285.1567355821545,"[[494, 13432], [230, 8819]]"
mujeres,2010,VIOLENCIA_PATRIMONIAL,VIC_ES_INDIGENA,VIOLENCIA_PATRIMONIAL_ENC,VIC_ES_INDIGENA_ENC,23137,110.47431818925955,7.713829790915087e-26,1315.4739162380602,VIC_ES_INDIGENA_ENC=2,VIOLENCIA_PATRIMONIAL_ENC=0,0.33716557894281884,0.8824660633484163,1.0367430338017825,1.2660961550007415,23137,110.47431818925955,7.713829790915087e-26,1,1315.4739162380602,"[[2404, 11893], [1039, 7801]]"
mujeres,2010,VIOLENCIA_PATRIMONIAL,AGR_ES_INDIGENA,VIOLENCIA_PATRIMONIAL_ENC,AGR_ES_INDIGENA_ENC,22975,81.92292859457403,1.4149821299076066e-19,1333.619760609358,AGR_ES_INDIGENA_ENC=2,VIOLENCIA_PATRIMONIAL_ENC=0,0.3461588683351469,0.8788816443805946,1.0307981918241953,1.216806340874523,22975,81.92292859457403,1.4149821299076066e-19,1,1333.619760609358,"[[2290, 11636], [1096, 7953]]"
mujeres,2010,DIF_ALFAB,VIC_ES_INDIGENA,DIF_ALFAB_ENC,VIC_ES_INDIGENA_ENC,22753,800.4976727246396,1.4932721988401602e-174,505.3014987034677,VIC_ES_INDIGENA_ENC=1,DIF_ALFAB_ENC=2,0.5276227310684305,0.8497310305775765,1.0715474221987251,1.3775676308962268,22753,730.8631635498667,5.814472815844269e-161,1,1785.4239001450358,"[[2587, 6038], [2123, 12005]]"
mujeres,2010,DIF_ALFAB,AGR_ES_INDIGENA,DIF_ALFAB_ENC,AGR_ES_INDIGENA_ENC,22616,609.7320091103795,3.966217275014937e-133,520.3117704280156,AGR_ES_INDIGENA_ENC=1,DIF_ALFAB_ENC=2,0.5141934913335692,0.8442105263157895,1.0654389097744361,1.332828221160073,22616,575.8217168945871,3.040520722298891e-127,1,1835.7506190307747,"[[2550, 6291], [2146, 11629]]"
mujeres,2010,VIC_ES_INDIGENA,AGR_ES_INDIGENA,VIC_ES_INDIGENA_ENC,AGR_ES_INDIGENA_ENC,22470,16071.227020168739,0.0,3417.6028037383176,VIC_ES_INDIGENA_ENC=1,AGR_ES_INDIGENA_ENC=1,0.573208722741433,0.9316455696202531,1.540743059495627,5.783489011962903,22470,16071.227020168739,0.0,1,3417.6028037383176,"[[7938, 707], [945, 12880]]"
mujeres,2010,VIC_ES_INDIGENA,AGR_ES_INDIGENA,VIC_ES_INDIGENA_ENC,AGR_ES_INDIGENA_ENC,22470,16071.227020168739,0.0,3417.6028037383176,AGR_ES_INDIGENA_ENC=1,VIC_ES_INDIGENA_ENC=1,0.573208722741433,0.9479649665121072,1.540743059495627,7.393772412733374,22470,16071.227020168739,0.0,1,3417.6028037383176,"[[7938, 945], [707, 12880]]"
mujeres,2010,VIC_ES_INDIGENA,AGR_ES_INDIGENA,VIC_ES_INDIGENA_ENC,AGR_ES_INDIGENA_ENC,22470,16071.227020168739,0.0,3417.6028037383176,VIC_ES_INDIGENA_ENC=2,AGR_ES_INDIGENA_ENC=2,0.3532710280373832,0.9182186234817814,2.3226806787837027,7.393772464416577,22470,16071.227020168739,0.0,1,3417.6028037383176,"[[12880, 945], [707, 7938]]"
mujeres,2010,VIC_ES_INDIGENA,AGR_ES_INDIGENA,VIC_ES_INDIGENA_ENC,AGR_ES_INDIGENA_ENC,22470,16071.227020168739,0.0,3417.6028037383176,AGR_ES_INDIGENA_ENC=2,VIC_ES_INDIGENA_ENC=2,0.3532710280373832,0.8936170212765957,2.3226806787837027,5.7834890422084095,22470,16071.227020168739,0.0,1,3417.6028037383176,"[[12880, 707], [945, 7938]]"
mujeres,2010,VIC_ES_INDIGENA,GANA_MAS_LA_VICTIMA,VIC_ES_INDIGENA_ENC,GANA_MAS_LA_VICTIMA_ENC,23137,147.88236378902985,5.03321980767201e-34,745.8045554739163,VIC_ES_INDIGENA_ENC=2,GANA_MAS_LA_VICTIMA_ENC=0,0.36063448156632233,0.9438914027149321,1.0308621847824113,1.5036381898825684,23137,147.88236378902985,5.03321980767201e-34,1,745.8045554739163,"[[1456, 12841], [496, 8344]]"
mujeres,2010,AGR_ES_INDIGENA,GANA_MAS_LA_VICTIMA,AGR_ES_INDIGENA_ENC,GANA_MAS_LA_VICTIMA_ENC,22975,97.01607698082512,6.876669095889678e-23,766.0633297062024,AGR_ES_INDIGENA_ENC=2,GANA_MAS_LA_VICTIMA_ENC=0,0.3693579978237214,0.9377831804619295,1.0245158616791645,1.3606808479456511,22975,97.01607698082513,6.876669095889631e-23,1,766.0633297062024,"[[1382, 12544], [563, 8486]]"
mujeres,2011,AGR_ALFAB,AGR_EST_CIV,AGR_ALFAB_ENC,AGR_EST_CIV_ENC,22804,215.4450561677706,1.937808049393795e-46,34.172952113664266,AGR_EST_CIV_ENC=0,AGR_ALFAB_ENC=0,0.4183038063497632,0.8577466055210863,1.044651441588488,1.2577273045072113,22804,198.61403538610216,4.1906899787992194e-45,1,1989.7246097175935,"[[2498, 9185], [1582, 9539]]"
mujeres,2011,AGR_ALFAB,AGR_GRUPET,AGR_ALFAB_ENC,AGR_GRUPET_ENC,22730,909.4827749938556,2.3592122042255234e-194,7.0313242410910695,AGR_GRUPET_ENC=2,AGR_ALFAB_ENC=0,0.49564452265728115,0.8847875598837666,1.0793914360325256,1.5648515334753923,22730,829.650767386894,1.9301693360962282e-182,1,1802.362780466344,"[[2631, 7366], [1467, 11266]]"
mujeres,2011,AGR_ALFAB,VIC_ALFAB,AGR_ALFAB_ENC,VIC_ALFAB_ENC,23081,4186.083851771586,0.0,1017.0348338460205,VIC_ALFAB_ENC=0,AGR_ALFAB_ENC=0,0.6890082752047139,0.9149119779081809,1.1136527456016625,2.097339506219084,23081,4186.083851771586,0.0,1,1017.0348338460205,"[[2640, 3059], [1479, 15903]]"
mujeres,2011,AGR_ALFAB,VIC_ALFAB,AGR_ALFAB_ENC,VIC_ALFAB_ENC,23081,4186.083851771586,0.0,1017.0348338460205,AGR_ALFAB_ENC=0,VIC_ALFAB_ENC=0,0.6890082752047139,0.8386773547094188,1.1136527456016625,1.530554147476826,23081,4186.083851771586,0.0,1,1017.0348338460205,"[[2640, 1479], [3059, 15903]]"
mujeres,2011,AGR_ALFAB,VIC_EST_CIV,AGR_ALFAB_ENC,VIC_EST_CIV_ENC,23050,194.26278111322452,7.323632038647512e-42,36.399088937093275,VIC_EST_CIV_ENC=0,AGR_ALFAB_ENC=0,0.3996529284164859,0.8550213476888806,1.0418270372801555,1.2367741921852964,23050,161.99144768044582,4.15486859270434e-37,1,1931.8413015184383,"[[2571, 9705], [1562, 9212]]"
mujeres,2011,AGR_ALFAB,VIC_REL_AGR,AGR_ALFAB_ENC,VIC_REL_AGR_ENC,23141,291.58304443915716,6.5970448341315e-63,526.4882675770278,VIC_REL_AGR_ENC=1,AGR_ALFAB_ENC=0,0.3514973423793267,0.8600126876718123,1.047229720343791,1.2770700504137442,23141,163.90430250515254,1.5873305729509996e-37,1,1690.8407588263256,"[[2813, 10870], [1324, 8134]]"
mujeres,2011,AGR_ALFAB,VIC_NIV_ESCOLARIDAD,AGR_ALFAB_ENC,VIC_NIV_ESCOLARIDAD_ENC,22872,4104.131844835492,0.0,111.71633438265128,VIC_NIV_ESCOLARIDAD_ENC=4,AGR_ALFAB_ENC=0,0.37919727177334733,0.8813128747078549,1.0742585840075707,1.5132917970596644,22872,435.06479901693507,1.2839549602974508e-96,1,1767.5248338579922,"[[2940, 10091], [1168, 8673]]"
mujeres,2011,AGR_ALFAB,AGR_NIV_ESCOLARIDAD,AGR_ALFAB_ENC,AGR_NIV_ESCOLARIDAD_ENC,22692,18322.994485245326,0.0,95.34862506610258,AGR_NIV_ESCOLARIDAD_ENC=4,AGR_ALFAB_ENC=0,0.4644368059227922,1.0,1.222958771220695,182310946.5891063,22692,4387.460743906462,0.0,1,1921.3750661025913,"[[4137, 8016], [0, 10539]]"
mujeres,2011,AGR_ALFAB,DIF_ALFAB,AGR_ALFAB_ENC,DIF_ALFAB_ENC,23081,7637.835580416142,0.0,263.94008058576316,DIF_ALFAB_ENC=2,AGR_ALFAB_ENC=0,0.6890082752047139,0.8576282154991102,1.0439255796822573,1.2534679656415386,23081,837.7172939093646,3.403105109445047e-184,1,809.8445474632815,"[[1479, 3059], [2640, 15903]]"
mujeres,2011,AGR_ALFAB,DIF_ALFAB,AGR_ALFAB_ENC,DIF_ALFAB_ENC,23081,7637.835580416142,0.0,263.94008058576316,AGR_ALFAB_ENC=0,DIF_ALFAB_ENC=2,0.6890082752047139,0.8386773547094188,1.0439255796822573,1.218749731751156,23081,837.7172939093646,3.403105109445047e-184,1,809.8445474632815,"[[1479, 2640], [3059, 15903]]"
mujeres,2011,AGR_ALFAB,VIC_ES_INDIGENA,AGR_ALFAB_ENC,VIC_ES_INDIGENA_ENC,20867,913.3597261203531,1.2234899675726905e-200,1395.474145780419,VIC_ES_INDIGENA_ENC=1,AGR_ALFAB_ENC=0,0.5516365553265923,0.8843730792870313,1.0755456956220122,1.537226467914313,20867,913.3597261203531,1.2234899675726905e-200,1,1395.474145780419,"[[2204, 5647], [1505, 11511]]"
mujeres,2011,AGR_ALFAB,AGR_ES_INDIGENA,AGR_ALFAB_ENC,AGR_ES_INDIGENA_ENC,20701,891.5710820944738,6.670766397806041e-196,1418.3894497850345,AGR_ES_INDIGENA_ENC=1,AGR_ALFAB_ENC=0,0.5442249166706923,0.8847875598837666,1.0763979358929157,1.5450651196602934,20701,891.5710820944738,6.670766397806041e-196,1,1418.3894497850345,"[[2218, 5750], [1467, 11266]]"
mujeres,2011,AGR_EST_CIV,AGR_SEXO,AGR_EST_CIV_ENC,AGR_SEXO_ENC,23222,291.141645072855,8.21999130415879e-63,7.069158556541211,AGR_EST_CIV_ENC=0,AGR_SEXO_ENC=0,0.47252605288088884,0.9693462897526501,1.006400480200118,1.2011117952915151,23222,23.669704795788952,1.143688297774805e-06,1,416.7858065627422,"[[508, 11394], [347, 10973]]"
mujeres,2011,AGR_EST_CIV,VIC_REL_AGR,AGR_EST_CIV_ENC,VIC_REL_AGR_ENC,23222,18195.375973144706,0.0,23.96899491861166,VIC_REL_AGR_ENC=1,AGR_EST_CIV_ENC=0,0.3990181724227026,0.9650072901478859,1.9796289127044349,14.646799516633864,23222,14942.865398828095,0.0,1,4680.675221772457,"[[11566, 2054], [336, 9266]]"
mujeres,2011,AGR_EST_CIV,VIC_REL_AGR,AGR_EST_CIV_ENC,VIC_REL_AGR_ENC,23222,18195.375973144706,0.0,23.96899491861166,AGR_EST_CIV_ENC=0,VIC_REL_AGR_ENC=1,0.3990181724227026,0.8185512367491166,1.9796289127044349,3.232387897583695,23222,14942.865398828097,0.0,1,4680.675221772457,"[[11566, 336], [2054, 9266]]"
