,,,,
ESTADÍSTICAS DE VIOLENCIA INTRAFAMILIAR 2010,,,,
Valores de las variables,,,,
,,,,
Código,Descripción del código,Valor,Etiqueta,
,,2213,Conguaco,
,,2214,Moyuta,
,,2215,Pasaco,
,,2216,San José Acatempa,
,,2217,Quesada,
,,9999,Ignorado,
,,,,
HEC_AREA,Área geográfica de ocurrencia,1,Urbana,
,,2,Rural,
,,9,Ignorado,
,,,,
HEC_TIPAGRE,Tipo de agresión sufrida por la víctima,1222,Física,
,,2122,Psicológica,
,,2212,Sexual,
,,2221,Patrimonial,
,,1122,Física - psicológica,
,,1212,Física - sexual,
,,1221,Física - patrimonial,
,,2112,Psicológica - sexual,
,,2121,Psicológica - patrimonial,
,,2211,Sexual - patrimonial,
,,1112,Física - psicológica - sexual,
,,1121,Física - psicológica - patrimonial,
,,2111,Psicológica - sexual - patrimonial,
,,1211,Física - sexual - patrimonial,
,,1111,Física - psicológica - sexual - patrimonial,
,,,,
HEC_RECUR_DENUN,Reiteración de la denuncia (ha denunciado con anterioridad),1,Si,
,,2,No,
,,9,Ignorado,
,,,,
INST_DONDE_DENUNCIO,En que institución denunció anteriormente,1,Ministerio Público,
,,2,Procuraduría General de la Nación,
,,3,Policia Nacional Civil,
,,4,Organismo Judicial,
,,5,Bufetes Populares,
,,6,Procuraduría de los Derechos Humanos,
,,9,Ignorado,
,,,,
DATOS DEL AGRESOR,,,,
,,,,
AGR_SEXO,Sexo del(a) agresor(a),1,Hombres,
,,2,Mujeres,
,,,,
AGR_EDAD,Edad del(a) Agresor(a),1 a  98,Edad del(a) Agresor(a),
,,99,Ignorado,
,,,,
AGR_ALFAB,Sabe leer y escribir,1,Alfabeta,
,,2,Analfabeta,
,,9,Ignorado,
,,,,
AGR_ESCOLARIDAD,Nivel de escolaridad del(a) Agresor(a),10,Ninguno,
,,21 a 26,Primero a sexto primaria,
,,29,Primaria (grado ignorado),
,,31 a 33,Primero a tercero básico,
,,39,Básico (grado ignorado),
,, 44 a 46,Cuarto a sexto diversificado,
,,49,Diversificado (grado ignorado),
,,51 a  57,Primer año a septimo universitario (Incluye maestría),
,,59,Universitario (año ignorado),
,,99,Ignorado (tanto nivel como grado),
,,,,
AGR_EST_CIV,Estado conyugal del (a) agresor(a),1,Solteros(as) ,
,,2,Casados(as) ,
,,3,Unidos(as) ,
,,4,Viudos(as) ,
,,5,Otro,
,,9,Ignorado,
,,,,
AGR_GRUPET,Pueblo de pertenencia del agresor(a),1,Ladinos(as) ,
,,2,Mayas,
,,3,Garifunas,
,,4,Xinkas,
,,5,Otros,
,,6,No indica,
,,9,Ignorado,
,,,,
AGR_NACIONAL,Nacionalidad del(a) agresor(a),1,Guatemalteca,
,,2,Extranjera,
,,9,Ignorado,
,,,,
AGR_TRABAJA,Condición de empleo del(a) agresor(a),1,Si trabaja por un salario o ingreso,
,,2,No trabaja por un salario o ingreso,
,,9,Ignorado,
,,,,
AGR_OCUP,"Ocupación del (a) agresor(a) (con salario o ingreso dentro o fuera de la casa), Clasificación Internacional Uniforme de Ocupaciones -CIUO- 88",110,Fuerzas armadas,
,,110,Ametrallador,
,,110,"Artillero, ejercito",
,,110,Cabo,
,,110,Capitán de aeropuerto,
,,110,"Capitán general, puerto",
,,110,"Capitán, ejercito",
,,110,"Capitán, puerto con grado militar",
,,110,Comandante de policía militar,
,,110,Comandante de zona militar,
,,110,"Comisionado, militar",
,,110,Corneta,
,,110,Coronel,
,,110,Fusilero,
,,110,General,
,,110,"Ingeniero, militar",
,,110,Mayor (militar),
,,110,Sargento,
,,110,Soldado,
,,110,Sub-teniente,
,,110,Teniente,
,,110,Teniente coronel,
,,1110,Miembros del poder ejecutivo y de los cuerpos legislativos,
,,1110,Alcalde,
,,1110,Alcalde auxiliar,
,,1110,Alcalde municipal,
,,1110,Canciller,
,,1110,Concejal municipal,
,,1110,Concejal,
,,1110,Consejero de estado,
,,1110,Consejero de gobierno,
,,1110,Diplomático,
,,1110,Diputado,
,,1110,Gobernador departamental,
,,1110,Jefe de estado,
,,1110,Legislador,
,,1110,Ministro de estado,
,,1110,Ministro de gobierno,
,,1110,Presidente de la república,
,,1110,"Presidente, cámara de diputados",
,,1110,"Presidente, organismo ejecutivo",
,,1110,"Presidente, organismo judicial",
,,1110,"Presidente, organismo legislativo",
,,1110,"Presidente, senado",
,,1110,Primer ministro,
,,1110,Regidor,
,,1110,Registrador civil,
,,1110,Registrador electoral,
,,1110,Registrador general de la propiedad inmueble,
,,1110,Registrador mercantil,
,,1110,"Representante, del ministerio público",
,,1110,Senador,
,,1110,Sindico,
,,1110,Tesorero municipal,
,,1110,Tesorero nacional,
,,1110,Vice-ministro,
,,1110,Vice-presidente del organismo ejecutivo,
,,1110,Vice-presidente del organismo judicial,
,,1110,Vice-presidente del organismo legislativo,
,,1120,Personal directivo de la administración pública,
,,1120,Administrador de aduanas,
,,1120,Administrador de correos del gobierno,
,,1120,Administrador de hospitales nacionales,
,,1120,Administrador de mercado municipal,
,,1120,Administrador de municipalidad,
,,1120,Administrador de organización intergubernamental,
,,1120,Administrador de rentas,
,,1120,Agente de agregado cultural,
,,1120,"Auditor general, administración pública",
,,1120,"Comisario general, policía nacional",
,,1120,Cónsul general,
,,1120,Contador general de la nación,
,,1120,"Contralor, cuentas",
,,1120,"Delegado, migración",
,,1120,Director general organización intergubernamental,
,,1120,"Director general, administración de correos",
,,1120,"Director general, administración penitenciaria",
,,1120,"Director general, administración pública",
,,1120,"Director general, administración pública / ministerio",
,,1120,"Director general, administración pública / región",
,,1120,"Director general, cancillería",
,,1120,"Director general, estado",
,,1120,Embajador,
,,1120,Encargado de negocios embajada,
,,1120,"Inspector, general de policía nacional",
,,1120,Interventor de cuentas administración pública,
,,1120,Interventor general,
,,1120,Jefe de brigadas sanitarias,
,,1120,Jefe de departamento administración pública,
,,1120,Jefe de sección (estado),
,,1120,Ministro plenipotenciario,
,,1120,Pagador general administración pública,
,,1120,Prefecto,
,,1120,"Secretario, de embajada",
,,1120,"Secretario, de estado",
,,1120,"Secretario, general adjunto administración pública",
,,1120,"Secretario, general administración pública",
,,1120,"Secretario, municipal",
,,1120,"Subsecretario, administración pública",
,,1120,"Subsecretario, estado",
,,1120,Vice-cónsul,
,,1130,Jefes de pequeñas poblaciones,
,,1130,Jefe de pueblo,
,,1130,Jefe de tradicional pequeña población,
,,1130,Ministril o auxiliar (aldea o finca),
,,1141,Dirigentes y administradores de partidos políticos,
,,1141,Dirigente de partido político,
,,1141,"Presidente, partido político",
,,1141,"Secretario, general partido político",
,,1142,"Dirigentes y administradores de organizaciones de empleadores, de trabajadores y de otras de interés socioeconómico",
,,1142,Dirigente de organización de empleadores,
,,1142,Dirigente de sindicato de trabajadores,
,,1142,"Presidente, organización de empleadores",
,,1142,"Secretario, general organización de empleadores",
,,1142,"Secretario, general sindicato de trabajadores",
,,1142,"Secretario, organización de empleadores",
,,1142,"Secretario, sindicato de trabajadores",
,,1143,Dirigentes y administradores de organizaciones humanitarias y de otras organizaciones especializadas,
,,1143,Dirigente de organización humanitaria,
,,1143,Dirigente de organización socioeconómica especializada,
,,1143,"Secretario, general cruz roja",
,,1143,"Secretario, general media luna roja",
,,1143,"Secretario, general organización de derechos humanos",
,,1143,"Secretario, general organización de protección de la fauna",
,,1143,"Secretario, general organización de protección de la naturaleza",
,,1143,"Secretario, general organización e protección del medio ambiente",
,,1143,"Secretario, general organización ecologista",
,,1143,"Secretario, general organización humanitaria",
,,1143,"Secretario, general organización socioeconómica especializada",
,,1210,Directores generales y gerentes generales de empresas,
,,1210,Administrador de lavandería,
,,1210,Administrador de teatro,
,,1210,Cancelario de universidad,
,,1210,Director general empresa actividades culturales,
,,1210,Director general empresa actividades deportivas,
,,1210,Director general empresa actividades recreativas,
,,1210,Director general empresa agencias de viajes,
,,1210,Director general empresa agricultura,
,,1210,Director general empresa almacenamiento,
,,1210,Director general empresa caza,
,,1210,Director general empresa comercio mayorista,
,,1210,Director general empresa comercio minorista,
,,1210,Director general empresa comunicaciones,
,,1210,Director general empresa construcción y obras públicas,
,,1210,Director general empresa cuidados personales,
,,1210,Director general empresa enseñanza,
,,1210,Director general empresa explotación forestal,
,,1210,Director general empresa hostelería,
,,1210,Director general empresa industrias manufactureras,
,,1210,Director general empresa intermediación,
,,1210,Director general empresa limpieza,
,,1210,Director general empresa pesca,
,,1210,Director general empresa restauración,
,,1210,Director general empresa servicios a las empresas,
,,1210,Director general empresa servicios de sanidad,
,,1210,Director general empresa silvicultura,
,,1210,Director general empresa trabajo social,
,,1210,Director general empresa transporte,
,,1210,Director general organización actividades culturales,
,,1210,Director general organización actividades recreativas,
,,1210,Director general organización administración pública,
,,1210,Director general organización caza,
,,1210,Director general organización comercio mayorista,
,,1210,Director general organización comercio minorista,
,,1210,Director general organización deportivas,
,,1210,Director general organización educación,
,,1210,Director general organización enseñanza,
,,1210,Director general organización hostelería,
,,1210,Director general organización instituciones extraterritoriales,
,,1210,Director general organización ocio,
,,1210,Director general organización pesca,
,,1210,Director general organización restaurantes,
,,1210,Director general organización salud,
,,1210,Director general organización silvicultura,
,,1210,Director general organización trabajo social,
,,1210,Director general organización transporte,
,,1210,Dueño de empresa de construcción,
,,1210,Gerente de empresa manufacturera,
,,1210,"Gerente general, empresa de actividades culturales",
,,1210,"Gerente general, empresa de actividades deportivas",
,,1210,"Gerente general, empresa de actividades recreativas",
,,1210,"Gerente general, empresa de agencia de viajes",
,,1210,"Gerente general, empresa de agricultura",
,,1210,"Gerente general, empresa de almacenamiento",
,,1210,"Gerente general, empresa de caza",
,,1210,"Gerente general, empresa de comercio mayorista",
,,1210,"Gerente general, empresa de comercio minorista",
,,1210,"Gerente general, empresa de comunicaciones",
,,1210,"Gerente general, empresa de construcción y obras públicas",
,,1210,"Gerente general, empresa de cuidados personales",
,,1210,"Gerente general, empresa de enseñanza",
,,1210,"Gerente general, empresa de hostelería",
,,1210,"Gerente general, empresa de industrias manufactureras",
,,1210,"Gerente general, empresa de intermediación",
,,1210,"Gerente general, empresa de limpieza",
,,1210,"Gerente general, empresa de pesca",
,,1210,"Gerente general, empresa de restauración",
,,1210,"Gerente general, empresa de servicios a las empresas",
,,1210,"Gerente general, empresa de silvicultura",
,,1210,"Gerente general, empresa de trabajo social",
,,1210,"Gerente general, empresa de transporte",
,,1210,"Gerente general, organización de actividades culturales",
,,1210,"Gerente general, organización de actividades deportivas",
,,1210,"Gerente general, organización de actividades recreativas",
,,1210,"Gerente general, organización de administración pública",
,,1210,"Gerente general, organización de caza",
,,1210,"Gerente general, organización de comercio mayorista",
,,1210,"Gerente general, organización de comercio minorista",
,,1210,"Gerente general, organización de educación",
,,1210,"Gerente general, organización de enseñanza",
,,1210,"Gerente general, organización de hostelería",
,,1210,"Gerente general, organización de instituciones extraterritoriales",
,,1210,"Gerente general, organización de pesca",
,,1210,"Gerente general, organización de restaurante",
,,1210,"Gerente general, organización de servicios de sanidad",
,,1210,"Gerente general, organización de silvicultura",
,,1210,"Gerente general, organización de trabajo social",
,,1210,"Gerente general, organización de transporte",
,,1210,"Presidente, empresa",
,,1210,"Presidente, empresa manufacturera",
,,1210,"Presidente, organización",
,,1210,"Propietario, cine",
,,1210,"Propietario, teatro",
,,1210,"Rector, universidad",
,,1221,"Directores de departamento de producción y operaciones, agricultura, caza, silvicultura y pesca",
,,1221,Director de departamento de producción y operaciones de agricultura,
,,1221,Director de departamento de producción y operaciones de silvicultura,
,,1221,Director de departamento operaciones de caza,
,,1221,Director de departamento operaciones de pesca,
,,1221,Director de explotación agrícola,
,,1222,"Directores de departamento de producción y operaciones, industrias manufacturera",
,,1222,Director de departamento operaciones de industria manufacturera,
,,1223,"Directores de departamento de producción y operaciones, construcción y obras públicas ",
,,1223,Director de departamento operaciones de construcción obras públicas,
,,1224,"Directores de departamento de producción y operaciones, comercio mayorista y minorista",
,,1224,Director de departamento operaciones de comercio (exportación),
,,1224,Director de departamento operaciones de comercio (importación),
,,1224,Director de departamento operaciones de comercio (tienda),
,,1224,Director de departamento operaciones de comercio mayorista,
,,1224,Director de departamento operaciones de comercio minorista,
,,1224,Director de departamento operaciones de comercio supermercados,
,,1225,"Directores de departamento de producción y operaciones, restauración y hotelería",
,,1225,Director de departamento operaciones de hostelería,
,,1225,Director de departamento operaciones de restauración,
,,1226,"Directores de departamento de producción y operaciones, transporte, almacenamiento",
,,1226,"Accionista, empresa de transporte",
,,1226,Administrador de empresa de transporte,
,,1226,Director de departamento de producción y operaciones de transporte,
,,1226,Director de departamento operaciones de almacenamiento,
,,1226,Director de departamento operaciones de comunicaciones,
,,1226,Director de departamento operaciones de correos,
,,1226,Director de departamento operaciones de telecomunicaciones,
,,1226,Jefe de estación ferrocarril,
,,1226,Jefe de movimientos de trenes,
,,1226,Jefe de oficina de correos,
,,1226,Jefe de oficina postal,
,,1226,Jefe de servicios de transporte aéreo,
,,1226,Jefe de servicios de transporte ferroviario,
,,1226,Jefe de servicios de transportes por carretera,
,,1226,Jefe de servicios postales,
,,1226,"Propietario, empresa de transporte",
,,1227,"Directores de departamento de producción y operaciones, empresas de intermediación",
,,1227,Director de departamento de producción y operaciones de servicio a las empresas,
,,1227,Director de departamento de producción y operaciones de servicios de intermediación ,
,,1228,"Directores de departamento de producción y operaciones, servicios de cuidados personales, limpieza y servicios similares",
,,1228,Director de departamento operaciones de cuidados personales,
,,1228,Director de departamento operaciones de limpieza,
,,1229,"Directores de departamento de producción y operaciones, no clasificados bajo otros epígrafes",
,,1229,Administrador de bar,
,,1229,Administrador de cine,
,,1229,Administrador de club deportivo,
,,1229,Administrador de televisoras,
,,1229,Decano,
,,1229,Decano facultad,
,,1229,Director de departamento de actividades culturales,
,,1229,Director de departamento de actividades deportivas,
,,1229,Director de departamento de administración pública,
,,1229,Director de departamento de agencia de viajes,
,,1229,Director de departamento de producción y operaciones de servicios de sanidad,
,,1229,Director de departamento de producción y operaciones de trabajo social,
,,1229,Director de departamento de salud,
,,1229,Director de departamento operaciones de actividades recreativas,
,,1229,Director de departamento operaciones de enseñanza,
,,1229,Director de departamento operaciones de espectáculos,
,,1229,Director de departamento operaciones de extraterritoriales,
,,1229,Director de enseñanza secundaria,
,,1229,Director de estudios escuela,
,,1229,Director de plato cine,
,,1229,Director teatral,
,,1229,"Director, escuela primaria",
,,1229,Empresario teatral (no administrativo),
,,1229,"Productor, cine",
,,1229,"Productor, de películas",
,,1229,"Productor, radio",
,,1229,"Productor, teatro",
,,1229,"Productor, televisión",
,,1229,"Rector, escuela superior",
,,1229,Regidor teatro,
,,1231,Directores de departamentos financieros y administrativos,
,,1231,Director de departamento de administración,
,,1231,Director de departamento de contabilidad,
,,1231,Director de departamento de presupuesto,
,,1231,"Secretario, empresa",
,,1231,"Sobrecargo, barco",
,,1232,Directores de departamentos de personal y de relaciones laborales,
,,1232,Administrador de personal,
,,1232,Director de departamento de personal,
,,1232,Director de departamento de relaciones laborales,
,,1232,Encargado de personal,
,,1232,Jefe de personal,
,,1232,Jefe de personal de empresa,
,,1233,Directores de departamentos de ventas y de comercialización,
,,1233,Director de departamento de comercialización,
,,1233,Director de departamento de ventas,
,,1233,Director de departamento de ventas / organización,
,,1234,Directores de departamentos de publicidad y de relaciones públicas,
,,1234,Director de departamento de publicidad,
,,1234,Director de departamento de relaciones públicas,
,,1235,Directores de departamentos de abastecimiento y distribución,
,,1235,Director de departamento de abastecimiento,
,,1235,Director de departamento de almacenamiento,
,,1235,Director de departamento de compras,
,,1235,Director de departamento de distribución,
,,1236,Directores de departamentos de servicios de informática,
,,1236,Director de departamento de informática,
,,1237,Directores de departamentos de investigaciones y desarrollo,
,,1237,Director de departamento de investigación y desarrollo,
,,1239,"Directores de departamentos, no clasificados bajo otros epígrafes",
,,1311,"Gerentes de empresas de agricultura, caza, silvicultura y pesca",
,,1311,Administrador de finca,
,,1311,"Capataz, finca",
,,1311,Gerente de agricultura,
,,1311,Gerente de caza,
,,1311,Gerente de explotación forestal,
,,1311,Gerente de pesca,
,,1311,Gerente de silvicultura,
,,1311,Mayordomo de finca,
,,1312,Gerentes de industrias manufactureras,
,,1312,Director de empresa manufacturera,
,,1312,Dueño de empresa manufacturera,
,,1312,Gerente de industria manufacturera,
,,1312,Sub-gerente de empresa manufacturera,
,,1313,Gerentes de empresas de construcción y obras públicas,
,,1313,Gerente de construcción,
,,1314,Gerentes de comercio mayorista y minorista,
,,1314,Comerciante mayorista,
,,1314,Comerciante minorista,
,,1314,Comerciante por mayor y menor,
,,1314,"Gerente de comercio al mayor, gasolina y combustibles",
,,1314,Gerente de comercio mayorista / exportación,
,,1314,Gerente de comercio mayorista / importación,
,,1314,Gerente de comercio minorista / cadena de almacenes,
,,1314,Gerente de comercio minorista / tienda,
,,1314,Gerente de comercio minorista / tienda (venta por correo),
,,1314,Gerente de comercio minorista / tienda (ventas con descuentos),
,,1314,Gerente de comercio minorista / tiendas (autoservicio),
,,1314,Gerente de tienda,
,,1314,Gerente de ventas de vehículos a motor y accesorios,
,,1315,Gerentes de empresas de restauración y hostelería,
,,1315,Administrador de hospital privado,
,,1315,Administrador de hotel,
,,1315,Administrador de motel,
,,1315,Administrador de restaurante,
,,1315,Dueño de billar,
,,1315,Dueño de cantina,
,,1315,Dueño de casa de empeño (montepío),
,,1315,Dueño de casa de huéspedes,
,,1315,Dueño de club nocturno,
,,1315,Dueño de comedor,
,,1315,Dueño de garaje,
,,1315,Dueño de hotel,
,,1315,Dueño de lavandería,
,,1315,Dueño de motel,
,,1315,Dueño de parqueo,
,,1315,Dueño de pensión,
,,1315,Dueño de restaurante,
,,1315,Gerente de albergue / jóvenes,
,,1315,Gerente de bar,
,,1315,Gerente de café,
,,1315,Gerente de campamento / vacaciones,
,,1315,Gerente de cantina / empresa,
,,1315,Gerente de casa de huéspedes,
,,1315,Gerente de fonda,
,,1315,Gerente de funeraria,
,,1315,Gerente de hostelería,
,,1315,Gerente de hotel,
,,1315,Gerente de lavandería,
,,1315,Gerente de meson,
,,1315,Gerente de motel,
,,1315,Gerente de parque de caravanas,
,,1315,Gerente de pensión,
,,1315,Gerente de restauración,
,,1315,Gerente de restaurante,
,,1315,Gerente de restaurante / autoservicio,
,,1315,Gerente de restaurante / bar,
,,1315,Gerente de snack-bar,
,,1315,Gerente de taberna,
,,1315,Gerente de televisora,
,,1315,Hotelero,
,,1315,Mesonero,
,,1315,"Propietario, comedor",
,,1315,"Propietario, cualquier servicio público n. C. O.",
,,1315,"Propietario, estación de radio",
,,1315,Restaurador,
,,1316,"Gerentes de empresas de transportes, almacenamiento y comunicaciones",
,,1316,Dueño de empresa de transporte,
,,1316,Dueño de taxi,
,,1316,Dueño de transporte,
,,1316,Dueño de vehículos de transporte,
,,1316,Gerente de almacenamiento,
,,1316,Gerente de comunicaciones,
,,1316,Gerente de transporte,
,,1317,Gerentes de empresas de intermediación y servicios de empresas,
,,1317,Gerente de servicios de intermediación,
,,1317,Gerente de servicios prestados a las empresas,
,,1318,"Gerentes de empresas de servicio de cuidados personales, limpieza y servicios similares",
,,1318,Gerente de cuidados personales,
,,1318,Gerente de limpieza,
,,1319,"Gerentes de empresas, no clasificadas bajo otros epígrafes",
,,1319,Director de estación de radio,
,,1319,Gerente de actividades culturales,
,,1319,Gerente de actividades deportivas,
,,1319,Gerente de actividades recreativas,
,,1319,Gerente de agencia de viajes,
,,1319,Gerente de establecimiento de enseñanza,
,,1319,Gerente de servicios de sanidad,
,,1319,Gerente de trabajo social,
,,2111,Físicos y astrónomos,
,,2111,Astrofísico,
,,2111,Astrónomo,
,,2111,Físico,
,,2111,Físico atómico,
,,2111,Físico en acústica,
,,2111,Físico en aerodinámica,
,,2111,Físico en astrofísica,
,,2111,Físico en astronomía,
,,2111,Físico en balística,
,,2111,Físico en electricidad y magnetismo,
,,2111,Físico en electrónica,
,,2111,Físico en estática,
,,2111,Físico en física atómica,
,,2111,Físico en física de los sólidos,
,,2111,Físico en física molecular,
,,2111,Físico en física nuclear,
,,2111,Físico en física teórica,
,,2111,Físico en hidrodinámica,
,,2111,Físico en luz,
,,2111,Físico en mecánica,
,,2111,Físico en óptica,
,,2111,Físico en reologia,
,,2111,Físico en sonido,
,,2111,Físico en térmica,
,,2111,Físico en termodinámica,
,,2111,Físico en termo física,
,,2111,Radio astrónomo,
,,2111,Reologo,
,,2112,Meteorólogos,
,,2112,Climatólogo,
,,2112,Hidrometereologo,
,,2112,Meteorólogo,
,,2112,Meteorólogo climatología,
,,2112,Meteorólogo previsión del tiempo,
,,2113,Químicos,
,,2113,Cristolografo,
,,2113,Químico,
,,2113,"Químico, analista",
,,2113,"Químico, analítica",
,,2113,"Químico, caucho",
,,2113,"Químico, colorantes",
,,2113,"Químico, control de calidad",
,,2113,"Químico, corrosión",
,,2113,"Químico, cristalografía",
,,2113,"Químico, cueros y pieles",
,,2113,"Químico, detergentes",
,,2113,"Químico, electroquímica",
,,2113,"Químico, en general",
,,2113,"Químico, farmacéutico",
,,2113,"Químico, farmacia / industria",
,,2113,"Químico, físico",
,,2113,"Químico, industria del vidrio",
,,2113,"Químico, industria metalúrgica",
,,2113,"Químico, industrial",
,,2113,"Químico, inturas",
,,2113,"Químico, mineral",
,,2113,"Químico, nuclear",
,,2113,"Químico, orgánica",
,,2113,"Químico, perfumería",
,,2113,"Químico, petroquímica",
,,2113,"Químico, pinturas",
,,2113,"Químico, plásticos",
,,2113,"Químico, polímeros",
,,2113,"Químico, productos alimenticios",
,,2113,"Químico, textiles",
,,2114,Geólogos y geofísicos,
,,2114,Estratigrafista,
,,2114,Geodesta,
,,2114,Geofísico,
,,2114,Geofísico en geomagnetismo,
,,2114,Geofísico en geomorfología,
,,2114,Geofísico en glaciología,
,,2114,Geofísico en hidrología,
,,2114,Geofísico en métodos magnéticos,
,,2114,Geofísico en oceanografía,
,,2114,Geofísico en sismología,
,,2114,Geofísico en vulcanología,
,,2114,Geólogo,
,,2114,Geólogo en micropaleontología,
,,2114,Geólogo en minas,
,,2114,Geólogo en oceanografía,
,,2114,Geólogo en paleontología,
,,2114,Geólogo en petróleo,
,,2114,Geólogo en petrología,
,,2114,Geólogo estratigrafía,
,,2114,Geomagnetista,
,,2114,Geomorfologo,
,,2114,Glaciólogo,
,,2114,Hidrólogo,
,,2114,Micro paleontólogo,
,,2114,Mineralogista,
,,2114,Oceanógrafo geofísica,
,,2114,Oceanógrafo geología,
,,2114,Paleontólogo,
,,2114,Petrologo,
,,2114,Sismólogo,
,,2114,Vulcanólogo,
,,2121,Matemáticos y afines,
,,2121,Actuario,
,,2121,Matemático,
,,2121,Matemático análisis actuarial,
,,2121,Matemático matemática aplicada,
,,2121,Matemático matemática pura,
,,2121,"Matemático, analista investigación operativa",
,,2122,Estadísticos,
,,2122,Bioestadistico,
,,2122,Biometrista,
,,2122,Demógrafo,
,,2122,Estadístico,
,,2122,Estadístico en agricultura,
,,2122,Estadístico en bioestadística,
,,2122,Estadístico en biometría,
,,2122,Estadístico en ciencias físicas,
,,2122,Estadístico en demografía,
,,2122,Estadístico en economía,
,,2122,Estadístico en educación,
,,2122,Estadístico en encuestas por sondeo,
,,2122,Estadístico en estadística aplicada,
,,2122,Estadístico en finanzas,
,,2122,Estadístico en investigación,
,,2122,Estadístico en salud,
,,2122,Estadístico matemático,
,,2131,Creadores y analistas de sistemas informáticos,
,,2131,Administrador de banco de datos,
,,2131,Analista de sistemas informáticos,
,,2131,Analista de sistemas informáticos / banco de datos,
,,2131,Analista de sistemas informáticos / computadoras,
,,2131,Analista de sistemas informáticos / comunicaciones,
,,2131,Analista de sistemas informáticos / telecomunicaciones,
,,2131,Analista de transmisiones / sistemas informáticos,
,,2131,"Creador sistemas, informáticos",
,,2131,Ingeniero en sistemas computacionales,
,,2131,Ingeniero en sistemas informáticos,
,,2131,"Ingeniero, logicial",
,,2132,Programadores informáticos,
,,2132,"Programador, banco de datos",
,,2132,"Programador, de toda índole",
,,2132,"Programador, ordenadores",
,,2132,"Programador, programación técnica",
,,2132,"Programador, transmisiones",
,,2132,"Verificador, programas",
,,2139,"Profesionales de la informática, no clasificados bajo otros epígrafes",
,,2139,Ingeniero en aplicaciones de la informática,
,,2141,"Arquitectos, urbanistas e ingenieros de transito",
,,2141,Arquitecto,
,,2141,"Arquitecto, edificios",
,,2141,"Arquitecto, interiores de edificios",
,,2141,"Arquitecto, paisajista",
,,2141,Ingeniero en transito,
,,2141,Planificador transito,
,,2141,Urbanista,
,,2142,Ingenieros civiles,
,,2142,Ingeniero civil en dragado,
,,2142,Ingeniero civil en instalaciones de higiene y sanidad,
,,2142,Ingeniero civil en irrigación,
,,2142,Ingeniero civil en mecánica / suelos,
,,2142,Ingeniero civil en salud pública,
,,2142,Ingeniero civil en trabajos marítimos,
,,2142,"Ingeniero civil, construcción de aeródromos",
,,2142,"Ingeniero civil, construcción de aeropuertos",
,,2142,"Ingeniero civil, construcción de calles",
,,2142,"Ingeniero civil, construcción de carreteras y autopistas",
,,2142,"Ingeniero civil, construcción de chimeneas",
,,2142,"Ingeniero civil, construcción de edificios",
,,2142,"Ingeniero civil, construcción de estructura de edificios",
,,2142,"Ingeniero civil, construcción de estructuras metálicas",
,,2142,"Ingeniero civil, construcción de ferrocarriles",
,,2142,"Ingeniero civil, construcción de instalaciones portuarias",
,,2142,"Ingeniero civil, construcción de muelles y puertos",
,,2142,"Ingeniero civil, construcción de obras públicas",
,,2142,"Ingeniero civil, construcción de puentes",
,,2142,"Ingeniero civil, construcción de torres",
,,2142,"Ingeniero civil, construcción de túneles",
,,2142,Ingeniero en dragado,
,,2142,Ingeniero en hidrología,
,,2142,Ingeniero en irrigación,
,,2142,Ingeniero en sanidad,
,,2142,"Ingeniero, hidráulico",
,,2142,"Ingeniero, sanitario",
,,2142,"Tecnólogo, ingeniería civil",
,,2142,"Tecnólogo, ingeniería rural",
,,2142,"Tecnólogo, materiales de construcción",
,,2143,Ingenieros electricistas,
,,2143,Electrotécnico superior,
,,2143,Ingeniero electricista en alto voltaje,
,,2143,Ingeniero electricista en equipo electromecánico,
,,2143,Ingeniero electricista en equipo electromecánico de baja potencia,
,,2143,Ingeniero electricista en iluminación,
,,2143,Ingeniero electricista en líneas eléctricas,
,,2143,Ingeniero electricista en producción de energía,
,,2143,Ingeniero electricista en producción de energía eléctrica,
,,2143,Ingeniero electricista en tracción eléctrica,
,,2143,Ingeniero electricista en transporte de corriente eléctrica,
,,2143,Ingeniero electricista en transporte y distribución de energía,
,,2143,"Tecnólogo, electricidad",
,,2144,Ingenieros electrónicos y de telecomunicaciones,
,,2144,Ingeniero electronicista en construcción de computadoras,
,,2144,Ingeniero electronicista en creación / material informática,
,,2144,Ingeniero electronicista en instrumentos científicos,
,,2144,Ingeniero electronicista en semiconductores,
,,2144,Ingeniero en telecomunicaciones aeroespaciales,
,,2144,Ingeniero en telecomunicaciones radar,
,,2144,Ingeniero en telecomunicaciones radio,
,,2144,Ingeniero en telecomunicaciones sistemas de señales,
,,2144,Ingeniero en telecomunicaciones teléfonos,
,,2144,Ingeniero en telecomunicaciones telégrafos,
,,2144,Ingeniero en telecomunicaciones televisión,
,,2144,"Ingeniero, aeroespacial",
,,2144,"Tecnólogo, electrónica",
,,2144,"Tecnólogo, telecomunicaciones",
,,2145,Ingenieros mecánicos,
,,2145,"Arquitecto, construcciones navales",
,,2145,Diseñador aeronáutica,
,,2145,Diseñador de automóviles,
,,2145,Ingeniero en calefacción ventilación y refrigeración,
,,2145,Ingeniero en climatización,
,,2145,Ingeniero en construcción aeronáutica,
,,2145,Ingeniero en construcción de automóviles,
,,2145,Ingeniero en construcción naval,
,,2145,Ingeniero en criogenia,
,,2145,Ingeniero en energía nuclear,
,,2145,Ingeniero en lubricación,
,,2145,Ingeniero en motores de combustión interna,
